18.5921,1859.7,0,173.100294,898.77,39.2625
0,0,0,0,0,0
101.0815425,2585.9915665,0,353.2339237741,1201.1229715,26.6133545
101.0815425,2585.9915665,0,353.2339237741,1201.1229715,26.6133545
26.4849,1065.110595,0,171.08171296,7485.0029,64.9967
26.4849,1065.110595,0,171.08171296,7485.0029,64.9967
0.342,1125.15,0,9.1441973,167.01,41.9706
0.03751,277.405,0,20.6462295,686.76,4.6225
0.03751,277.405,0,20.6462295,686.76,4.6225
0.03751,277.405,0,20.6462295,686.76,4.6225
0.03751,277.405,0,20.6462295,686.76,4.6225
0.12,345.66,0,204.958921566667,991.697333333333,10.9666666666667
0.12,345.66,0,204.958921566667,991.697333333333,10.9666666666667
0.12,345.66,0,204.958921566667,991.697333333333,10.9666666666667
0.25749,672.2,0,5.87551779,1504.85,5.682191
0.25749,672.2,0,5.87551779,1504.85,5.682191
0.71768988,7004.647935,0,411.98684938,8043.99613479,82.69542063
0.7141681,2675.561,0,1149.287447399,18994.2121,50.86314
0.222922275,1611.12766666667,0,26.8601499633333,4205.33666666667,23.7068633333333
0.222922275,1611.12766666667,0,26.8601499633333,4205.33666666667,23.7068633333333
0.222922275,1611.12766666667,0,26.8601499633333,4205.33666666667,23.7068633333333
0.222922275,1611.12766666667,0,26.8601499633333,4205.33666666667,23.7068633333333
0.222922275,1611.12766666667,0,26.8601499633333,4205.33666666667,23.7068633333333
0.222922275,1611.12766666667,0,26.8601499633333,4205.33666666667,23.7068633333333
19.7764691,1974.52729,0,187.328804,2560.4157233,67.1471715
1.209305,806.22805,0,496.0808259,2646.955965,16.58665015
1.209305,806.22805,0,496.0808259,2646.955965,16.58665015
0,0,0,0,0,0
0,0,0,0,0,0
0.6906,882.8343,0,621.277537,1184.2568815,27.38028
2.31,930.01,0,366.39,5280,28.75
24.893221,4515.603686,0,163.1599291,1679.536522,1.381796
0.0877,5595.624,0,420.1042,7823.715,48.00401
0.04375,2123.777,0,695.0162627922,7486.17925,32.468
0.04375,2123.777,0,695.0162627922,7486.17925,32.468
0.04375,2123.777,0,695.0162627922,7486.17925,32.468
0.04375,2123.777,0,695.0162627922,7486.17925,32.468
0,0,0,0,0,0
262.699,1116.85,0,76.07093183,9719.71,54.2844
0.98888,4812.43,0,494.9852999,20750.03,78.634
4.757245,337.7217925,0,108.2725,671.13379,1.516305
4.757245,337.7217925,0,108.2725,671.13379,1.516305
3.15507433333333,635.522166666667,0,29.69379,381.641,4.85893333333333
3.15507433333333,635.522166666667,0,29.69379,381.641,4.85893333333333
3.15507433333333,635.522166666667,0,29.69379,381.641,4.85893333333333
0.204785,1257.43905,0,57.279855,2915.018185,14.76648
0.21979,1154.11075,0,22.5586,2672.325,14.62214
0.21979,1154.11075,0,22.5586,2672.325,14.62214
20.7165829,72.46393,0,0.87779703,1.728162977,1.3099082
26.64362144,41.57767,0,1.1125285073,1.90282715,0.16254518697
0,1600.62,0,62.45,5.08,44.47
0,0,0,0,0,0
0.29,9.6,0,4.3605263,15234.49,1.71
72.5,8484.24,0,473.59262702,19246.07,194.63
0,0,0,0,0,0
2.17,752.0128,0,38.7159,1157.1322,2.8364
0,0,0,0,0,0
15.612,3370.95,0,15.1198,1256.922,29.8
8.8906726,444.002,0,36.2309754,298.217,12.2595887
0,0,0,0,0,0
424.871808,5437.536,0,30.8399853,10024.213,45.161102
0,0,0,0,0,0
12.78325875,358.1842475,0,45.24151983625,263.68407715,25.217599835
12.78325875,358.1842475,0,45.24151983625,263.68407715,25.217599835
12.78325875,358.1842475,0,45.24151983625,263.68407715,25.217599835
12.78325875,358.1842475,0,45.24151983625,263.68407715,25.217599835
34.78005,5273.5,0,152.65,6953,45.5
34.78005,5273.5,0,152.65,6953,45.5
16.47,11365.8,0,349.7990477,5917.6,239.8
0.033844,3.9234,0,0.212832,0.034708,0.025741
4.5191,8459.9,0,767.308,18042.239,54.5312
6.8,5774.9979,0,135.167014375,10597.8009,1
6.8,5774.9979,0,135.167014375,10597.8009,1
0.27,1309.6997,0,75.0201,7510.3054,7.95
77.2144,2713.06,0,517.15674209735,4581.895,45.5017895
77.2144,2713.06,0,517.15674209735,4581.895,45.5017895
21.3193,1054.073126,0,476.54619723,1575.119072,29.543758
96.0617,2036.0999,0,286.35047021,4068.58288,381.12479
30.082,2115.5916,0,128.7963,2650.327,63.9302
0,0,0,0,0,0
58.8958,4274,0,98.336347526,7255.4,56.7241
0.509095,4573.403114,0,116.399335,1553.87031633333,38.9608083333333
0.509095,4573.403114,0,116.399335,1553.87031633333,38.9608083333333
0.509095,4573.403114,0,116.399335,1553.87031633333,38.9608083333333
23.0731,6589.55,0,432.791,1177.6,46.3159
135.12086675,2828.314146225,0,153.953102934445,7010.418970725,52.0717656825
135.12086675,2828.314146225,0,153.953102934445,7010.418970725,52.0717656825
7.840372,600,0,84.59148,541.951,18.7011
52.25562,7077.5,0,940.883919,11286.1,108
1,13763.7,0,716.2965,20382.1,82.8
117.2852,13178.8,0,882.064006,9687.7,250.1
