eis,FIPS,eff_height,ap3.assignment,easiur.assignment
6100511,21235,45.22180803,Low,Area
6100811,21235,40.07187325,Low,Area
6101611,21239,85.12824246,Low,Med 150
6101711,21239,54.69327396,Low,Area
6102011,21015,21.6489379,Low,Area
6102111,21015,100.9915111,Low,Med 150
6102211,21015,63.39263121,Low,Area
6102311,21015,25.71733113,Low,Area
6102411,21015,76.01586915,Low,Med 150
6102511,21015,27.06628406,Low,Area
6102611,21015,110.9867398,Low,Med 150
6102711,21015,71.03891013,Low,Area
6102811,21015,53.27892654,Low,Area
6103611,25005,33.52011867,Low,Area
6104311,25005,53.62635743,Low,Area
6104411,25005,52.12469555,Low,Area
6104911,25005,42.63975986,Low,Area
6105611,25005,32.08049948,Low,Area
6105811,25005,30.82065389,Low,Area
6106111,26125,155.163672,Low,Med 150
6106411,26125,25.64470096,Low,Area
6106911,26125,81.51997141,Low,Med 150
6107311,26125,78.98518636,Low,Med 150
6110111,25019,157.6460529,Low,Med 150
6110611,21101,132.2732741,Low,Med 150
6110711,21101,122.0071185,Low,Med 150
6111011,21101,208.5904484,Low,Med 150
6111111,21101,39.42568181,Low,Area
6111211,21101,89.86011329,Low,Med 150
6111511,21103,114.4676777,Low,Med 150
6111711,21103,26.14734339,Low,Area
6111811,21103,32.71458962,Low,Area
6112311,21105,28.99612297,Low,Area
6112411,21105,14.00623423,Low,Area
6112511,21107,74.25068407,Low,Area
6112911,21107,102.9829597,Low,Med 150
6113211,22005,187.275839,Low,Med 150
6113511,22005,40.51703486,Low,Area
6114811,22013,77.2141909,Low,Med 150
6114911,22013,85.3529613,Low,Med 150
6115011,22013,78.08101653,Low,Med 150
6115211,22015,72.73969154,Low,Area
6115411,22015,27.41511601,Low,Area
6115511,22015,166.2123629,Low,Med 150
6115611,22015,76.69856538,Low,Med 150
6115711,22015,7.118799708,Low,Area
6116111,22017,299.6520562,Medium,Tall 300
6116311,22005,142.6578604,Low,Med 150
6116411,22017,171.1288196,Low,Med 150
6117011,24017,103.191789,Low,Med 150
6117111,24017,74.39741774,Low,Area
6117511,24019,122.3793378,Low,Med 150
6117911,24021,128.8769656,Low,Med 150
6118011,24021,21.91928683,Low,Area
6118111,24021,47.28565403,Low,Area
6118211,24021,108.4316841,Low,Med 150
6119111,25005,181.8287178,Low,Med 150
6123811,29510,78.83126277,Low,Med 150
6124311,29510,44.01682098,Low,Area
6124811,29510,96.08620222,Low,Med 150
6125211,29510,224.0711256,Low,Med 150
6125511,29510,73.82864619,Low,Area
6126211,29510,16.52225453,Low,Area
6126711,21133,70.14076404,Low,Area
6126811,21133,10.93068832,Low,Area
6127511,21135,53.2462267,Low,Area
6127911,21137,247.3606115,Low,Tall 300
6128011,21137,28.35436059,Low,Area
6128811,22055,9.785753312,Low,Area
6128911,22055,11.02049807,Low,Area
6129211,22055,51.07519426,Low,Area
6130211,22057,220.9248651,Low,Med 150
6130411,22057,12.75599974,Low,Area
6130711,25013,21.29527882,Low,Area
6130911,24023,67.64289824,Low,Area
6131111,24025,111.5857391,Low,Med 150
6131211,24025,67.40066201,Low,Area
6131311,24025,239.4804423,Low,Tall 300
6131611,24025,165.9729637,Low,Med 150
6131911,24025,21.89737524,Low,Area
6133111,21023,45.65533397,Low,Area
6133411,21025,38.739214,Low,Area
6133511,21025,65.20922928,Low,Area
6134111,21025,34.15044878,Low,Area
6134311,21027,88.70018751,Low,Med 150
6134511,21027,117.5293229,Low,Med 150
6138411,26141,59.28391839,Low,Area
6138611,26141,53.65037264,Low,Area
6139811,48203,50.44071966,Low,Area
6140911,48211,21.07206901,Low,Area
6141711,48215,286.2301047,Medium,Tall 300
6142211,48221,103.824052,Low,Med 150
6142611,48225,53.93453387,Low,Area
6142711,48227,69.55952854,Low,Area
6143011,48229,167.8670104,Low,Med 150
6144011,49043,113.6202959,Low,Med 150
6145011,49045,16.42477476,Low,Area
6145111,49045,48.24646272,Low,Area
6145211,49045,122.9745678,Low,Med 150
6148011,51095,0,Low,Area
6148811,51099,0,Low,Area
6152211,48321,61.46343017,Low,Area
6152311,48321,100.5661912,Low,Med 150
6152511,48321,64.0908924,Low,Area
6152811,48297,94.20871431,Low,Med 150
6152911,48219,77.09914904,Low,Med 150
6153011,48221,405.5432817,Medium,Tall 300
6153111,54029,271.1248405,Medium,Tall 300
6153211,54073,122.1698214,Low,Med 150
6153411,55089,49.78753208,Low,Area
6153511,55069,149.9841586,Low,Med 150
6153611,55071,96.2135254,Low,Med 150
6153911,55089,21.29544336,Low,Area
6154311,55089,16.17671128,Low,Area
6154511,55027,77.94045757,Low,Med 150
6155111,55079,74.17539108,Low,Area
6156811,48231,56.11411825,Low,Area
6157311,48233,0,Low,Area
6158111,48245,22.60778271,Low,Area
6158211,48245,21.14366755,Low,Area
6158311,48245,56.23183732,Low,Area
6158411,48245,233.7031731,Low,Tall 300
6158711,48245,27.94782074,Low,Area
6158811,48245,65.96307317,Low,Area
6158911,48245,35.20255621,Low,Area
6159411,51079,0,Low,Area
6160011,51081,0,Low,Area
6160311,51083,0,Low,Area
6160611,51083,0,Low,Area
6164611,53065,82.50339316,Low,Med 150
6164711,53065,119.7744683,Low,Med 150
6164811,53065,117.3638803,Low,Med 150
6170211,26143,18.94243025,Low,Area
6170311,26143,131.0817261,Low,Med 150
6176711,26163,55.36594205,Low,Area
6178411,26163,45.96621945,Low,Area
6178511,26165,120.5431694,Low,Med 150
6180011,26165,200.3231613,Low,Med 150
6180111,26165,30.80849346,Low,Area
6180511,26165,46.73934962,Low,Area
6180611,26165,31.7849956,Low,Area
6180811,26165,64.07774032,Low,Area
6183811,29021,71.05129531,Low,Area
6192811,47131,0,Low,Area
6192911,47037,0,Low,Area
6193211,47165,0,Low,Area
6193311,47165,0,Low,Area
6193711,47065,0,Low,Area
6193811,47065,0,Low,Area
6193911,47065,0,Low,Area
6194311,47157,0,Low,Area
6194411,45071,99.76427748,Low,Med 150
6194511,45071,41.26094481,Low,Area
6194711,45071,32.11370472,Low,Area
6194911,47079,0,Low,Area
6195011,47079,0,Low,Area
6195111,47079,0,Low,Area
6195211,47097,0,Low,Area
6195411,47065,0,Low,Area
6195511,47065,0,Low,Area
6195711,46103,266.9744812,Medium,Tall 300
6195811,46103,221.7009134,Low,Med 150
6196011,47001,0,Low,Area
6196111,47001,0,Low,Area
6196211,47117,0,Low,Area
6198011,26125,41.38565618,Low,Area
6210511,53065,259.7318102,Medium,Tall 300
6210811,53067,46.01312371,Low,Area
6211211,53071,169.307175,Low,Med 150
6211311,53071,269.8235869,Medium,Tall 300
6211511,53071,71.29338141,Low,Area
6212111,53073,300.6573415,Medium,Tall 300
6212311,53073,162.3962413,Low,Med 150
6212411,53073,229.3793564,Low,Tall 300
6212511,53073,301.7176605,Medium,Tall 300
6212611,53073,107.9824276,Low,Med 150
6212711,53073,54.10109961,Low,Area
6213511,53075,105.4854322,Low,Med 150
6214511,54109,190.0159443,Low,Med 150
6214611,54109,141.1693222,Low,Med 150
6214811,54109,72.85065715,Low,Area
6214911,54109,0,Low,Area
6215011,54109,113.7651797,Low,Med 150
6216711,51007,0,Low,Area
6216811,51007,0,Low,Area
6217611,51011,0,Low,Area
6218111,51015,0,Low,Area
6218811,51015,0,Low,Area
6224411,26129,76.24314511,Low,Med 150
6225611,26133,79.55426014,Low,Med 150
6226011,28061,257.5376392,Medium,Tall 300
6227811,55001,75.11800474,Low,Med 150
6228011,55001,22.72953839,Low,Area
6228411,55003,192.8156747,Low,Med 150
6229011,55003,89.89741936,Low,Med 150
6229211,55089,260.8224749,Medium,Tall 300
6229811,55089,39.93880997,Low,Area
6230111,55089,9.922057543,Low,Area
6231111,55089,78.41000277,Low,Med 150
6231211,55089,25.11867673,Low,Area
6231811,55093,136.1483629,Low,Med 150
6232011,55093,69.53718373,Low,Area
6232211,55093,117.8937883,Low,Med 150
6232311,55093,101.5345848,Low,Med 150
6233711,54005,21.2669902,Low,Area
6234211,54007,56.52606801,Low,Area
6234311,54007,282.8771446,Medium,Tall 300
6234511,54009,126.2750389,Low,Med 150
6234611,54009,113.195786,Low,Med 150
6234711,54009,44.29288592,Low,Area
6234811,54009,103.4230269,Low,Med 150
6235111,54009,137.9367701,Low,Med 150
6235311,54009,179.7814236,Low,Med 150
6235711,54011,63.75034864,Low,Area
6235811,54011,140.827137,Low,Med 150
6235911,54011,49.69113683,Low,Area
6240911,26147,150.3904536,Low,Med 150
6241011,26147,137.4943162,Low,Med 150
6241511,26137,52.24855607,Low,Area
6241611,26137,51.94375607,Low,Area
