97.6044,2517.55,0,429.147272,2643.3653,5600.5023257
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,52.9,0,2.46102,2.1,0.291
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,5.02,0,0.1274,0.04,0.09
0,0,0,0,0,0
0,0,0,0,0,0
25.06,78.5,0,17.22002,2.7,21.43
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
50,1342.9,0,217.201108,57,110.483333
0,0,0,0,0,0
0,0,0,0,0,0
31.309,1224.7,0,251.76051,1011.73,81.970831
5.48375,2533,0,38.7755,11075,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,852.7437,0,1256.201182,613.78,412.81471
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
70.5647,212.1104,0,17.582359,12.4307,38.95875
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
30,1085.33,0,221.55205,283.89,35.115
0,0,0,0,0,0
0,0,0,0,0,0
53.006,4752.019,0,340.74259708,2272.241,272.3311212
161.8,1846.11,0,818.0638,1071.14,120.766644
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,249.9642,0,73.521325,4143.0244,44.001578
0,0,0,0,0,0
0.0356,2459.78,0,125.6006081572,2651.74,46.1
0,0,0,0,0,0
43.430068,1674.7,0,290.71687,6744.1309,89.3623
0,0,0,0,0,0
0,195.994,0,21.35504,118.384,6.847
0,0,0,0,0,0
55.37459,8730,0,475.16875,9255,63.33334
50.9,1897.5,0,619.4056,1520.3,299.084
0,0,0,0,0,0
