"eis","SCC","POLL","ANN_VALUE","STKHGT","STKDIAM","STKTEMP","STKFLOW","STKVEL","NAICS"
5211,30200816,"PM25-PRI",0.108206,24.384,0.4572,316.333333333333,4.71947254421023,NA,311119
6111,50300601,"SO2",0.234216,12.192,2.04216,1046.88888888889,0.165180661225114,NA,221320
18811,30200808,"PM25-PRI",0.00205534,18.288,0.6096,311.333333333333,2.8316846592,NA,311611
39511,10200603,"VOC",0.031664,17.3736,0.67056,505.222222222222,2.8316846592,NA,311812
50511,20101001,"NH3",0.24,19.812,9.144,299.666666666667,5663.3693184,NA,221112
50611,20101001,"VOC",32.425,19.812,9.144,302.444444444444,1334.39977422541,NA,221112
50811,20101001,"NH3",0.000503318,7.9248,3.6576,371.888888888889,79.4759475470902,NA,221112
53211,10200907,"NOX",84,38.1,1.524,380.222222222222,1.88778788501023,NA,221122
75711,10101202,"NOX",175.57,51.816,2.1336,373.555555555556,50.6739399273755,NA,221118
124711,20200202,"PM25-PRI",0.00997988,2.1336,0.09144,477.444444444444,0.092029751424,NA,221210
128911,39999995,"PM25-PRI",1.892e-06,12.8016,0.36576,388.555555555556,1.4158423296,NA,327110
129811,20300702,"SO2",0.0818884,12.192,0.24384,293,0.636183265643827,NA,221320
137211,10300501,"PM25-PRI",0.000120641,45.72,0.762,505.222222222222,0.0759825944603136,NA,622110
137611,31306505,"VOC",0.0240808,8.2296,0.39624,294.111111111111,0.755114021330227,NA,334413
138411,40202501,"VOC",0.00100425,7.62,0.39624,405.222222222222,1.13267386368,NA,313230
138611,30901098,"PM25-PRI",1.464e-06,9.4488,0.6096,294.111111111111,3.539605824,NA,332813
138811,30199998,"PM25-PRI",0.000189,11.5824,1.28016,288.555555555556,9.25016799893023,NA,336370
139011,30188801,"PM25-PRI",1.68,7.62,0.9144,288,5.6633693184,NA,485111
140311,39990023,"NOX",4.4485e-05,16.764,3.62712,1171.88888888889,28.6906289670144,NA,562212
140511,30188801,"VOC",6.99423e-06,25.6032,0.21336,421.888888888889,0.0235964282651136,NA,622110
142311,30599999,"PM25-PRI",0.0240196,13.716,0.54864,324.666666666667,2.8316846592,NA,212324
142811,39990023,"VOC",1.44845,15.24,2.56032,1199.66666666667,16.2349911021851,NA,424710
143111,20300203,"NOX",1.95793,10.3632,0.39624,521.888888888889,2.491882500096,NA,622110
144411,30188801,"PM25-PRI",0.00075,7.9248,0.21336,316.333333333333,0.277975156255027,NA,211112
144611,39990013,"VOC",0.0487509,14.6304,0.64008,616.333333333333,2.92607320394511,NA,332431
145311,31502101,"PM25-PRI",0.00019122,9.144,0.6096,977.444444444444,1.51023087434511,NA,812210
148911,20300201,"NOX",0.0686523,4.4196,0.24384,723.555555555556,2.24646888573711,NA,221112
149611,20100102,"SO2",7.5364e-05,7.0104,0.42672,785.777777777778,2.85339235379743,NA,221320
150711,20300101,"VOC",0.00928697,3.6576,0.21336,716.333333333333,1.22423072376591,NA,221112
154911,10200905,"VOC",0.150613,18.288,1.2192,468.555555555556,9.41912612749072,NA,321113
155011,39000699,"NOX",1.95118,18.288,0.48768,354.111111111111,2.72785527780111,NA,325130
155111,39999999,"NH3",0.30685,36.576,3.048,438.555555555556,83.0627490593051,NA,221112
155511,10200904,"SO2",0.69039,12.192,0.6096,443.555555555556,4.5830816209152,NA,321113
155711,30700808,"PM25-PRI",0.744038,15.24,0.9144,291.333333333333,9.43894792010511,NA,321113
155811,10100902,"SO2",30.1827,30.48,2.1336,434.666666666667,55.6897964098102,NA,221118
160011,10300701,"PM25-PRI",0.15276,7.3152,0.85344,1066.33333333333,3.79492750298143,NA,221320
160111,50100410,"VOC",0.109605,7.3152,0.85344,1185.77777777778,2.42344917693711,NA,221320
160411,50200601,"VOC",0.0485,9.7536,2.4384,1033,16.6059417925403,NA,924110
160611,30500201,"VOC",0.778,6.49224,1.0668,344.666666666667,15.4798742491702,NA,324121
160911,20300101,"VOC",0.0031206,6.096,0.3048,796.888888888889,3.66939042698511,NA,517210
168111,20100102,"VOC",0.00293173,4.2672,0.24384,293,1.21243109379103,NA,488119
170311,39990013,"SO2",0.000708091,13.716,0.51816,294.111111111111,3.30363021461023,NA,334413
172911,30188801,"PM25-PRI",8.4e-05,9.144,0.24384,295.222222222222,0.896698254290227,NA,339113
174211,30188801,"PM25-PRI",9e-09,24.384,0.24384,310.777777777778,0.21237634944,NA,211112
175011,20100102,"PM25-PRI",0.000378835,6.096,0.18288,708.555555555556,0.8962281946368,NA,424710
175111,20100102,"NOX",0.0965225,1.8288,0.24384,751.333333333333,1.84012213714191,NA,221320
178611,30501101,"PM25-PRI",0.37374,13.716,0.4572,305.777777777778,0.207655931113114,NA,327999
178911,30500205,"VOC",0.0491825,9.144,1.73736,364.666666666667,19.3290794836992,NA,324121
179511,30200199,"PM25-PRI",0.009,6.096,0.6096,299.666666666667,2.35973627210511,NA,311611
179911,38500101,"NH3",0.7227,16.764,9.23544,305.222222222222,693.814654778857,NA,221112
180011,38500101,"PM25-PRI",0.086724,16.764,9.23544,314.111111111111,547.608169504051,NA,221112
180111,38500101,"NH3",11.5982,16.764,9.23544,305.222222222222,693.814654778857,NA,221112
181511,30200832,"PM25-PRI",4.87811,7.62,0.6096,305.777777777778,4.71947254421023,NA,111940
194311,30188801,"PM25-PRI",0.0997266,9.7536,0.6096,352.444444444444,5.089953174912,NA,322211
195011,30199998,"VOC",0.00018007,11.7348,0.51816,288,1.03828248725023,NA,541711
195711,40500101,"VOC",0.0303987,10.668,0.9144,921.888888888889,2.45412481685023,NA,323111
197111,31306505,"VOC",0.546315,9.144,0.64008,294.111111111111,0.755114021330227,NA,334413
197311,39990024,"NOX",1.58654,10.668,1.524,1033,7.23967189089823,NA,562211
197911,31502101,"PM25-PRI",0.000218279,7.62,1.09728,1098.55555555556,1.58102299082511,NA,812210
198111,10500105,"PM25-PRI",0.000250607,18.288,0.39624,480.777777777778,0.407289699586714,NA,622110
199711,50290006,"SO2",0.000300305,7.0104,0.54864,588.555555555556,0.755114021330227,NA,812210
200711,10500106,"SO2",0.00506463,2.5908,0.39624,435.777777777778,0.559727779845427,NA,622110
201311,39990024,"PM25-PRI",0.013662,12.192,2.65176,1033,9.43894792010511,NA,562211
201411,30502502,"PM25-PRI",0.00621906,24.384,0.70104,288,1.4158423296,NA,212322
201511,30490033,"VOC",0.00592719,6.096,0.36576,377.444444444444,1.51023087434511,NA,212324
202211,20100102,"PM25-PRI",8.6802e-05,4.8768,0.39624,745.777777777778,3.09125386517023,NA,237210
202511,30501502,"PM25-PRI",0.241305,36.576,0.3048,288,2.1237634944,NA,327420
202811,20300204,"SO2",0.0189962,10.3632,0.21336,908.555555555556,0.506398662658714,NA,622110
203111,20300203,"VOC",2.9514,21.336,0.6096,421.888888888889,191.117476861056,NA,221112
203211,10500206,"SO2",0.0054676,19.2024,0.39624,408,0.896698254290227,NA,622110
205111,30188801,"NH3",0.000105875,15.24,0.6096,299.666666666667,3.58679868053023,NA,541712
206411,10300603,"PM25-PRI",0.000310429,8.5344,0.39624,505.222222222222,0.556896095186227,NA,221320
206811,10300701,"NOX",0.491046,6.7056,0.3048,449.666666666667,0.014158423296,NA,221320
207011,30903005,"PM25-PRI",1.7982e-05,9.144,0.67056,293,0.660725476585114,NA,928110
207811,30600105,"NOX",2.04737,21.336,0.54864,633,1.13267386368,NA,325998
208411,20200253,"VOC",0.000132712,1.524,0.06096,866.333333333333,0.35594276166144,121.92,48621
209711,39999999,"NH3",0.6945,15.24,0.6096,294.111111111111,NA,15.24,311412
210011,30402005,"SO2",89.7904,31.6992,0.9144,344.111111111111,5.00386996127232,7.62,335991
210811,20100201,"NOX",9.9,48.768,2.92608,413.555555555556,148.188854259118,22.03704,221112
210911,50200601,"NOX",2.68569,12.192,0.42672,699.666666666667,0.79768556849664,5.57784,562212
212211,20100201,"SO2",0.595651,12.192,1.0668,716.888888888889,48.0310351893504,53.73624,48621
213711,30188801,"VOC",0.000695733,45.72,1.8288,349.666666666667,15.5742656256,NA,211112
213911,31502101,"NOX",0.0614329,4.8768,0.51816,581.888888888889,0.987312163384627,NA,812210
214111,30188801,"PM25-PRI",1.68,7.62,0.9144,288,5.6633693184,NA,485111
214611,10300603,"NOX",0.878024,7.0104,0.39624,421.888888888889,0.784846710251827,NA,221320
218811,20300101,"NOX",0.0680309,6.096,0.3048,621.888888888889,2.42486501926671,NA,924110
218911,40729697,"VOC",3.4055e-05,15.24,3.2004,977.444444444444,0.235972777705114,NA,486910
221111,50100505,"NOX",0.3,7.62,0.3048,293,0.223230196738714,NA,622110
221211,10300404,"PM25-PRI",0.532,3.048,0.3048,588.555555555556,1.91138714496,NA,812320
221611,30500801,"NOX",1,12.192,1.524,355.777777777778,2.78118439498783,NA,212325
221711,30500299,"SO2",9,5.1816,0.51816,339.111111111111,5.6633693184,NA,324121
233711,39990024,"VOC",4.19807,12.192,3.62712,1033,28.7392376658742,NA,562211
237311,20200401,"VOC",0.035847,13.4112,0.755904,618,8.5545193554432,19.062192,92411
237511,20200253,"NOX",0.00359998,8.5344,0.3048,858,3.11570263051776,42.70248,48621
237711,39999999,"NH3",1.637,10.9728,1.6764,477.444444444444,24.2165672054784,10.9728,11299
238311,39999999,"NH3",0.125,15.24,0.6096,294.111111111111,NA,15.24,311615
238511,39900601,"VOC",0.78624,20.1168,1.28016,394.111111111111,16.7379181194517,12.69997968,33121
241611,20300201,"VOC",5.31081,9.144,1.8288,546.888888888889,11.7009910714678,NA,486210
243111,20100102,"NOX",0.123675,3.3528,0.21336,621.888888888889,1.21243109379103,NA,221320
244211,50100799,"VOC",0.00303891,3.6576,1.8288,291.333333333333,5.6633693184,NA,221320
244411,31306505,"VOC",0.000530736,3.6576,0.64008,295.222222222222,0.968906213099827,NA,334514
253811,20100102,"NOX",0.0307655,3.29184,0.21336,433,1.1001094900992,NA,221320
253911,10500206,"PM25-PRI",0.0285714,22.86,1.34112,449.666666666667,1.95716415916063,NA,622110
257011,20100102,"VOC",0.000445099,6.096,0.24384,712.444444444444,2.060050589568,NA,922140
257311,50200101,"SO2",0.000388681,9.4488,0.70104,1059.66666666667,0.467227968768,NA,812210
257511,30290003,"NOX",0.00235054,5.6388,0.3048,921.888888888889,0.751339385679514,NA,311920
262411,30501299,"VOC",8.25,13.1064,0.70104,299.666666666667,4.4471607572736,11.52144,327212
262611,39999999,"NH3",0.4285,3.048,0,295.222222222222,NA,NA,311615
263211,39999999,"NH3",2.38,3.048,0,295.222222222222,NA,NA,311615
265811,39999999,"NH3",3.623,14.11224,1.15824,404.666666666667,7.3000830514176,6.79704,325120
265911,39999999,"NH3",0.379,3.048,0,295.222222222222,NA,NA,325120
266011,39999999,"NH3",4.9945,3.048,0,295.222222222222,NA,NA,325120
266311,30502510,"PM25-PRI",0.160387,9.144,1.8288,338.555555555556,24.5412651586102,NA,324121
273011,39999999,"NH3",5,3.048,0,295.222222222222,NA,NA,311615
273711,20100102,"PM25-PRI",0.000605831,6.4008,0.24384,778.555555555556,1.81322113287951,NA,622110
274111,20100102,"VOC",0.00742365,3.048,0.39624,621.888888888889,1.73676564708111,NA,488490
276511,30500699,"PM25-PRI",0.00229119,22.12848,2.01168,293,0.7079211648,NA,488310
277011,39999995,"VOC",0.000152444,6.096,0.6096,699.666666666667,3.77557860170511,NA,611210
278011,31502101,"VOC",0.000744953,5.1816,0.51816,921.888888888889,1.03828248725023,NA,812210
278111,50290006,"NOX",0.17832,12.192,0.51816,844.111111111111,1.25537925501711,NA,812210
278511,40201401,"VOC",0.0184065,10.668,0.85344,294.111111111111,7.28545173678351,NA,333318
283611,20300101,"VOC",0.00151773,4.572,0.21336,621.888888888889,1.45501302349071,NA,237110
284811,40899995,"VOC",6.86158,9.4488,0.3048,316.333333333333,0.755114021330227,NA,424710
285011,20100102,"VOC",0.00456968,7.62,0.3048,622.444444444444,2.13980781967903,NA,221320
286411,30901098,"PM25-PRI",1.2819e-05,13.716,0.85344,288,5.89934209610511,NA,332813
286611,50200101,"SO2",0.000363435,6.096,0.51816,1088.55555555556,1.12323302702623,NA,812210
287111,39999995,"NOX",0.0173619,8.8392,0.82296,1033,2.1619912372992,NA,423610
295411,20200203,"NOX",10.8756,30.48,2.4384,477.444444444444,1.84388261436933,NA,211112
295911,20100201,"PM25-PRI",18.8087,18.288,3.47472,460.777777777778,508.75934188181,NA,221210
296011,20300702,"NH3",1.9536e-05,7.3152,0.24384,484.666666666667,0.0575766441755136,NA,221320
307511,20300101,"NOX",0.07504,3.6576,0.4572,421.888888888889,2.35973627210511,NA,622110
307811,10301002,"SO2",5.301e-05,15.24,2.7432,293,0.471945555410227,NA,493190
308611,20200203,"NOX",2.79647,15.5448,1.2192,374.111111111111,10.9779685323803,NA,211111
309711,50290006,"SO2",3.7721e-05,7.3152,0.51816,783,1.17986672021023,NA,812210
316711,20300201,"PM25-PRI",0.107186,5.1816,0.1524,810.777777777778,0.20756248551936,NA,221310
323411,30501107,"PM25-PRI",0.00013608,9.144,3.048,293,1.20818356680223,NA,213112
338411,30901098,"PM25-PRI",2.05e-07,12.98448,0.21336,295.222222222222,0.471945555410227,NA,323120
340611,30290003,"NOX",0.408773,10.668,0.70104,310.777777777778,0.56633693184,NA,311351
343011,39990013,"VOC",3.19326e-06,7.3152,0.4572,921.888888888889,0.510646189647514,NA,311920
343111,31502101,"PM25-PRI",0.00078292,8.5344,0.4572,671.888888888889,1.59046099579423,NA,812210
343611,20100102,"SO2",4.0072e-05,3.90144,0.24384,755.777777777778,1.71080759381023,NA,611310
348711,20100201,"VOC",0.239738,22.86,3.048,438.555555555556,0.122705391337114,NA,221118
353611,20300203,"VOC",3.78961,70.104,5.76072,366.333333333333,465.846106654311,17.76984,221112
354511,30500618,"PM25-PRI",5.8903e-05,24.0792,0.24384,294.111111111111,0.10618817472,NA,333120
354711,10300799,"NOX",2.27062,23.7744,0.6096,519.111111111111,3.06765743690511,NA,221320
358811,20300201,"VOC",0.0031158,8.10768,0.51816,866.333333333333,0.778900172467507,NA,221310
359011,20300201,"PM25-PRI",0.00745647,7.86384,0.36576,838.555555555556,0.9302084105472,NA,221310
359111,20300201,"PM25-PRI",0.000498245,8.2296,0.51816,921.888888888889,0.930301856140954,NA,221310
359511,20300201,"NOX",0.01312,7.55904,0.24384,783,0.34801404461568,NA,221310
361111,20100201,"NOX",26.605,45.72,5.7912,366.333333333333,318.707051343952,NA,221113
361211,30500206,"VOC",0.108295,3.9624,1.524,477.444444444444,1.38941138499103,NA,324122
361611,20200202,"NOX",18.1512,12.192,0.9144,649.666666666667,8.01447744734853,NA,211111
366911,10300799,"NOX",0.278464,10.668,0.39624,471.888888888889,1.10907460373023,NA,221320
367711,31502101,"VOC",0.0014865,6.096,0.51816,571.888888888889,0.755114021330227,NA,812210
376711,40201901,"VOC",0.0443368,10.9728,0.9144,288,5.6633693184,NA,337211
379511,20300101,"PM25-PRI",0.0182343,12.192,0.762,433,6.27689910677023,NA,221320
380611,30901098,"VOC",0.216011,6.096,0.4572,294.111111111111,0.943893942505114,NA,336412
382911,31502101,"PM25-PRI",0.000981355,12.192,0.51816,727.444444444444,0.755114021330227,NA,812210
399911,40500314,"VOC",1.23301,9.144,1.12776,394.111111111111,0.014158423296,NA,322220
400211,10500205,"PM25-PRI",0.000247695,7.62,0.70104,421.888888888889,5.6633693184,NA,622110
400311,10500206,"VOC",0.0176348,60.96,0.85344,471.888888888889,0.14158423296,NA,622110
401711,39999995,"SO2",0.000140709,12.192,0.6096,299.666666666667,4.71947254421023,NA,311942
402011,10500105,"VOC",0.000256848,11.2776,0.42672,435.777777777778,3.851091136512,NA,622110
403111,40202501,"VOC",0.0156088,7.9248,0.82296,288,5.6633693184,NA,221310
403311,20100102,"VOC",0.00546759,5.4864,0.21336,621.888888888889,0.755114021330227,NA,221310
407411,40201606,"VOC",0.778623,13.1064,7.10184,294.111111111111,23.5973712161051,NA,336211
407711,31502101,"VOC",0.00196218,5.1816,0.51816,810.777777777778,1.03828248725023,NA,812210
409111,39999999,"NH3",0.0225,11.39952,0.85344,410.777777777778,7.3085781053952,12.61872,212221
409311,20300201,"SO2",0.002109,3.048,0.3048,477.444444444444,1.11521086438671,NA,221310
409811,31000414,"NOX",0.334961,10.668,1.09728,533.555555555556,0.3851091136512,NA,211111
410111,20100201,"VOC",0.0818764,18.288,2.4384,410.777777777778,52.7377651525942,NA,221113
410211,30600904,"SO2",0.0003135,7.62,0.09144,1033,1.4158423296,NA,211111
410411,31000415,"NOX",0.0824564,9.7536,1.0668,449.666666666667,6.70165180565023,NA,211111
412111,30502510,"PM25-PRI",0.0244562,8.2296,6.03504,418,2.52491693333023,NA,212321
412211,31000404,"NOX",0.128437,15.8496,0.9144,545.777777777778,0.573886203141427,NA,211111
412511,20100201,"NH3",9.23022,22.86,3.6576,399.666666666667,106.503907559501,NA,221122
413511,31000414,"SO2",0.740316,6.096,0.6096,449.666666666667,4.53069545472,NA,211111
424411,20200102,"VOC",0.0072225,2.286,0.12192,410.777777777778,1.4158423296e-05,NA,326150
424911,20100201,"SO2",1.13518,19.812,3.048,433,86.8383276610102,NA,221111
445511,10300602,"VOC",0.308708,15.24,1.3716,393,6.79604318208,NA,327420
448011,20100102,"PM25-PRI",6.5128e-05,21.0312,0.3048,719.111111111111,1.2501887770368,NA,541711
451611,40200101,"VOC",0.00107868,10.668,1.43256,293,11.7986841922102,NA,221112
453811,20200203,"VOC",6.46e-07,0.762,6.7056,491.333333333333,4.01155137941023,NA,211112
453911,20200203,"PM25-PRI",3.27109,11.5824,2.19456,491.333333333333,47.1947424322102,NA,211111
454011,20200202,"PM25-PRI",0.00159498,8.5344,0.36576,477.444444444444,0.468170919759514,NA,211111
455111,30600903,"SO2",0.0011554,12.192,0.24384,1088.55555555556,0.396435852288,NA,325320
455811,31000414,"PM25-PRI",0.067944,4.572,0.9144,449.666666666667,2.87887751573023,NA,211111
456011,20100201,"SO2",5.94269,22.5552,3.3528,413.555555555556,108.250584102889,NA,221111
456311,20200202,"PM25-PRI",0.0545524,2.4384,0.09144,810.777777777778,0.316202899154227,NA,211111
458111,20100201,"NH3",3.18452,22.5552,3.3528,410.777777777778,99.7385400173339,NA,221122
459211,30290003,"SO2",0.00836325,16.4592,7.62,404.666666666667,2.8359321861888,NA,311919
479511,30200201,"PM25-PRI",0.0042408,5.4864,0.3048,344.111111111111,0.235972777705114,NA,311920
479711,20100102,"PM25-PRI",0.0107996,7.62,0.24384,669.111111111111,2.31254058389023,NA,922140
492111,20100201,"PM25-PRI",0.900302,22.5552,3.29184,413.555555555556,112.275350954604,NA,221121
492611,10100601,"PM25-PRI",0.004905,45.72,2.1336,416.333333333333,0.0684304914742272,NA,221121
503211,39999999,"NH3",7e-05,15.24,0.6096,294.111111111111,NA,15.24,562211
512911,10300602,"PM25-PRI",0.0203314,14.6304,0.85344,505.222222222222,0.658836742917427,NA,311511
513211,30599999,"PM25-PRI",0.00243525,12.192,4.572,333,4.32303669192223,NA,311942
517111,20100201,"PM25-PRI",0.0934835,4.4196,0.33528,552.444444444444,0.840064561106227,NA,311224
517811,40201901,"VOC",15.9012,9.144,0.73152,294.111111111111,3.30363021461023,NA,337211
525211,30890013,"SO2",0.002454,7.9248,0.762,383,6.41848333973023,NA,326140
526611,30499999,"PM25-PRI",0.0532818,15.24,1.00584,293,22.6534772736,NA,331529
532511,30700923,"VOC",47.34,47.5488,4.20624,321.888888888889,208.185456144384,15.05712,321219
532711,40400153,"NOX",1.5976,13.716,2.4384,810.777777777778,0.14158423296,0.03048,424710
532811,10200502,"VOC",0.013,5.7912,0.6096,449.666666666667,2.4975458694144,8.56488,326140
532911,30800730,"VOC",98.85,12.8016,0.9144,299.666666666667,9.4380049691136,14.38656,336612
533011,30800730,"VOC",73.18,22.86,2.4384,297.444444444444,141.58423296,30.3276,336612
533111,10201302,"NOX",0,11.5824,0.79248,452.444444444444,5.6378841564672,11.2776,311613
533411,49099998,"VOC",4.98,7.0104,0.09144,303,0.0943885447451136,14.3734536,325
533611,10101202,"SO2",91.5645,76.2,2.04216,505.222222222222,81.864003497472,24.6888,562219
533711,40201606,"VOC",38.72,10.668,1.2192,298,28.316846592,24.26208,336211
533811,30510296,"PM25-PRI",0.332353,15.24,0.3048,296.888888888889,NA,5.9436,332618
534011,30101818,"VOC",2.9607,21.0312,0.54864,296.888888888889,5.70696027204373,24.14016,325211
534111,50100793,"NH3",0.42446,19.812,0.94488,388.555555555556,9.6900249037824,13.65504,221320
534211,10100205,"NOX",19.44,45.72,2.1336,475.222222222222,23.9617155861504,6.7056,923110
534711,30899999,"VOC",27.52,9.144,0.6096,346.888888888889,3.992675369472,13.716,326150
534911,30101430,"VOC",1.5372,24.384,0.57912,294.111111111111,0.665445894912,2.52984,325510
535011,10100202,"SO2",1134.2,106.68,5.6388,408,380.581249881139,15.24,2211
535211,30290003,"SO2",0.04752,27.432,1.2192,333,13.2154723044864,11.30808,311421
535411,10200401,"VOC",0.103187,71.0184,2.65176,429.666666666667,151.022237929114,27.34056,3221
535511,30200802,"PM25-PRI",0.0019244,45.72,0.24384,302.444444444444,0.2350298267136,4.8768,311119
535711,30102301,"SO2",837.938,43.8912,2.7432,349.666666666667,74.1108509005824,12.52728,325312
535811,30104020,"VOC",5.17,86.868,0.51816,313.555555555556,0.1245941250048,0.6096,325311
535911,40500401,"VOC",0.39,13.716,0.9144,970.777777777778,76.4554857984,121.92,323120
536011,10300501,"NOX",0.5,25.908,1.2192,444.111111111111,16.3614739608576,14.0208,611310
536111,10200602,"PM25-PRI",28.517,27.1272,1.3716,588.555555555556,27.863777046528,18.86712,327213
536211,40202533,"VOC",0.82,12.192,1.12776,412.444444444444,10.448916392448,10.45464,332431
536311,10200802,"SO2",659.23,116.1288,2.22504,419.111111111111,77.1520802245632,20.1168,322121
536411,40400498,"VOC",0.009,18.288,0.3048,289.111111111111,0.0084950539776,0.12192,481111
536511,40202499,"PM25-PRI",0.045,35.53968,4.2672,294.111111111111,10.5027184009728,0.73152,481111
536711,30203204,"PM25-PRI",0.15,13.1064,0.33528,299.666666666667,0.2491882500096,2.7432,311812
536811,20100201,"NOX",45.5,31.0896,4.7244,389.666666666667,332.479422575309,18.95856,2211
536911,30184001,"VOC",5.5258,36.576,1.15824,810.777777777778,2.3587933211136,2.286,325194
537011,40600141,"VOC",2.921,3.9624,0.18288,405.222222222222,NA,5.30352,45431
537211,30299998,"VOC",290.978,25.908,1.43256,344.111111111111,24.0693196032,15.11808,311411
537311,10200602,"PM25-PRI",0.2158,14.9352,0.6096,530.222222222222,3.56744977925391,12.22248,31332
537411,10200502,"NOX",0,9.144,0.762,490.777777777778,3.9303783069696,8.59536,4931
537611,10101201,"SO2",3.58416,59.436,2.286,421.888888888889,79.7600617956864,19.44624,562219
537811,30299998,"VOC",114.58,28.956,0.97536,310.777777777778,8.0221626395136,10.72896,311421
537911,10100601,"NOX",175.05,152.0952,7.98576,435.777777777778,1258.87638557123,25.146,2211
538111,30701399,"VOC",1.19,19.812,1.6764,305.222222222222,23.92773537024,10.85088,322211
538511,30510497,"PM25-PRI",0.0627059,9.144,2.286,298.555555555556,NA,12.55776,4883
538611,10100212,"NOX",1006.3,149.352,7.3152,325.777777777778,761.842104080486,18.1356,2211
538711,40400153,"VOC",9.3448,10.668,3.74904,1033,4.2475269888,0.39624,45431
538811,39999999,"PM25-PRI",0.03,26.42616,0.79248,299.666666666667,1.2289511420928,2.4384,321219
538911,30400303,"VOC",0.0057,15.24,2.4384,317.444444444444,78.2451105030144,16.764,331511
539311,30700110,"PM25-PRI",0.83,76.2,2.5908,426.888888888889,220.843086571008,39.89832,322110
539411,40201722,"VOC",70.46,17.3736,0.85344,324.666666666667,7.050894801408,12.10056,332431
539711,31000205,"VOC",0.22,18.288,0.03048,279.666666666667,NA,0.3048,211111
539811,20200201,"SO2",60.69,37.4904,0.9144,488,10.6485020222824,16.21536,211111
539911,31000160,"PM25-PRI",0.06,50.292,4.23672,962.444444444444,NA,20.1168,211111
540111,20200102,"NOX",4.58,38.7096,0.3048,369.111111111111,NA,0.3048,211111
540511,20100102,"SO2",0,21.9456,1.2192,295.222222222222,5.337725582592,4.572,221112
541311,10300603,"NOX",0.3,21.336,0.6096,505.222222222222,NA,2.4384,486110
541411,20100102,"VOC",0,9.144,0.39624,692.444444444444,NA,48.768,486110
541511,10300602,"PM25-PRI",0.3,19.2024,0.762,583,4.502378608128,9.7536,486110
541611,31000404,"VOC",0.21,32.004,1.00584,533,6.8300233979904,8.59536,211111
541711,20200102,"VOC",0.02,5.1816,0.03048,560.777777777778,NA,26.2128,213112
542511,30303102,"PM25-PRI",0.4,33.528,0.6096,299.666666666667,5.323567159296,18.288,212231
542611,30510198,"PM25-PRI",0.0294118,18.5928,0.3048,271.888888888889,0.368119005696,5.1816,493190
543311,40100399,"VOC",0.197265,5.4864,0.3048,288,1.4158423296,NA,488991
545311,40400199,"VOC",0.008335,15.24,0.27432,1033,0.4700596534272,7.71144,493190
545911,20100201,"PM25-PRI",10.9119,53.34,5.4864,365.222222222222,486.387147172147,20.574,221112
546011,20100201,"NOX",19,56.388,5.4864,356.333333333333,465.489314387251,19.69008,221112
547311,10100604,"SO2",0.0925,54.2544,2.5908,407.444444444444,91.0981271711232,16.94688,221112
552011,20100201,"NOX",205.7,38.1,5.7912,360.777777777778,476.425280541082,18.07464,2211
552111,30800730,"VOC",32.54,11.5824,0.6096,299.666666666667,7.4105187531264,25.38984,336612
552311,50100515,"VOC",0.365712,32.6136,1.524,310.777777777778,14.158423296,7.76167104,221320
552411,20300203,"NOX",5.08797,35.052,1.6764,506.888888888889,9.52342556854303,4.31465736,622110
552611,10100501,"PM25-PRI",0.0101365,118.872,5.4864,588.555555555556,858.944345680105,36.332922,221112
552711,10200401,"PM25-PRI",0.235906,36.576,3.048,460.777777777778,63.712904832,8.73187992,322130
552811,10101201,"SO2",2.28318,60.6552,1.31064,405.222222222222,28.03367812608,20.78736,562219
552911,30590001,"PM25-PRI",0.0349772,57.912,1.524,477.444444444444,11.11436228736,6.096,325180
553111,30700110,"PM25-PRI",239.315,46.0248,2.7432,349.666666666667,79.485388383744,13.44168,322130
553211,10300902,"PM25-PRI",2.0734,42.0624,1.6764,328.555555555556,13.422185284608,6.096,928110
553311,30300933,"NOX",43.826,25.908,2.1336,475.777777777778,42.475269888,11.8872,331221
553411,10200901,"PM25-PRI",11.71,30.7848,1.76784,466.333333333333,35.53764247296,15.24,321212
553611,30200551,"PM25-PRI",0.032,36.2712,0.762,294.111111111111,7.617231733248,16.764,311224
553711,50200101,"VOC",0.5535,9.144,1.2192,588.555555555556,24.6724684356096,21.0312,81121
554011,20200401,"NOX",0.997,30.48,1.2192,588.555555555556,34.4531072484864,29.2608,2211
554311,30115822,"NOX",0.0028,85.344,0.9144,288.555555555556,7.7871328128,11.8872,325199
554411,10101301,"NOX",6.21,45.72,1.8288,338.555555555556,57.596465968128,21.9456,325199
554511,30788801,"PM25-PRI",0.23,54.2544,0.4572,322.444444444444,0.7475647500288,4.38912,322130
554611,40500511,"VOC",22.76,12.8016,1.28016,366.333333333333,11.75149133568,9.144,323111
554711,39999999,"PM25-PRI",0.6419,8.2296,0.54864,383,1.8009514432512,7.62,321113
554911,10101302,"NOX",0.078068,60.6552,5.4864,399.666666666667,739.998488619418,31.30296,2211
555111,30102704,"NH3",0.83,23.95728,1.34112,421.333333333333,17.6045835262464,12.22248,325311
555211,30501107,"PM25-PRI",0.000962353,19.812,0.1524,298.555555555556,0.7079211648,38.80104,327390
555311,30700110,"NOX",5.067,91.44,3.048,463.555555555556,165.172166171136,22.64664,322130
555411,50200505,"SO2",0.000864,19.812,0.4572,312.444444444444,2.010496108032,12.25296,622110
