SCC,data.category.text,scc.level.one.text,scc.level.three.text,scc.level.two.text,sector.text,tier.1.description.text,tier.1.2.3.text,tier.2.description.text,naics.sector,naics.subsector,naics.summary,naics.industry
2415330370,Nonpoint,Solvent Utilization,Electronic and Other Elec. (SIC 36): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,"Electrical equipment, appliances, and components","Electrical equipment, appliances, and components",No attribution
2415330385,Nonpoint,Solvent Utilization,Electronic and Other Elec. (SIC 36): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,"Electrical equipment, appliances, and components","Electrical equipment, appliances, and components",No attribution
2415330999,Nonpoint,Solvent Utilization,Electronic and Other Elec. (SIC 36): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,"Electrical equipment, appliances, and components","Electrical equipment, appliances, and components",No attribution
2415335000,Nonpoint,Solvent Utilization,Transportation Equipment (SIC 37): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415335300,Nonpoint,Solvent Utilization,Transportation Equipment (SIC 37): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415335350,Nonpoint,Solvent Utilization,Transportation Equipment (SIC 37): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415335370,Nonpoint,Solvent Utilization,Transportation Equipment (SIC 37): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415335385,Nonpoint,Solvent Utilization,Transportation Equipment (SIC 37): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415335999,Nonpoint,Solvent Utilization,Transportation Equipment (SIC 37): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415340000,Nonpoint,Solvent Utilization,Instruments and Related Products (SIC 38): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415340300,Nonpoint,Solvent Utilization,Instruments and Related Products (SIC 38): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415340350,Nonpoint,Solvent Utilization,Instruments and Related Products (SIC 38): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415340370,Nonpoint,Solvent Utilization,Instruments and Related Products (SIC 38): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415340385,Nonpoint,Solvent Utilization,Instruments and Related Products (SIC 38): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415340999,Nonpoint,Solvent Utilization,Instruments and Related Products (SIC 38): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,No attribution,No attribution,No attribution
2415345000,Nonpoint,Solvent Utilization,Miscellaneous Manufacturing (SIC 39): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,Miscellaneous manufacturing,Other miscellaneous manufacturing,No attribution
2415345300,Nonpoint,Solvent Utilization,Miscellaneous Manufacturing (SIC 39): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,Miscellaneous manufacturing,Other miscellaneous manufacturing,No attribution
2415345350,Nonpoint,Solvent Utilization,Miscellaneous Manufacturing (SIC 39): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,Miscellaneous manufacturing,Other miscellaneous manufacturing,No attribution
2415345370,Nonpoint,Solvent Utilization,Miscellaneous Manufacturing (SIC 39): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,Miscellaneous manufacturing,Other miscellaneous manufacturing,No attribution
2415345385,Nonpoint,Solvent Utilization,Miscellaneous Manufacturing (SIC 39): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,Miscellaneous manufacturing,Other miscellaneous manufacturing,No attribution
2415345999,Nonpoint,Solvent Utilization,Miscellaneous Manufacturing (SIC 39): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Manufacturing,Miscellaneous manufacturing,Other miscellaneous manufacturing,No attribution
2415350000,Nonpoint,Solvent Utilization,Transportation Maintenance Facilities (SIC 40-45): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Transportation and warehousing,No attribution,No attribution,No attribution
2415350300,Nonpoint,Solvent Utilization,Transportation Maintenance Facilities (SIC 40-45): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Transportation and warehousing,No attribution,No attribution,No attribution
2415350350,Nonpoint,Solvent Utilization,Transportation Maintenance Facilities (SIC 40-45): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Transportation and warehousing,No attribution,No attribution,No attribution
2415350370,Nonpoint,Solvent Utilization,Transportation Maintenance Facilities (SIC 40-45): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Transportation and warehousing,No attribution,No attribution,No attribution
2415350385,Nonpoint,Solvent Utilization,Transportation Maintenance Facilities (SIC 40-45): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Transportation and warehousing,No attribution,No attribution,No attribution
2415350999,Nonpoint,Solvent Utilization,Transportation Maintenance Facilities (SIC 40-45): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Transportation and warehousing,No attribution,No attribution,No attribution
2415355000,Nonpoint,Solvent Utilization,Automotive Dealers (SIC 55): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Retail trade,Motor vehicle and parts dealers,Motor vehicle and parts dealers,Motor vehicle and parts dealers
2415355300,Nonpoint,Solvent Utilization,Automotive Dealers (SIC 55): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Retail trade,Motor vehicle and parts dealers,Motor vehicle and parts dealers,Motor vehicle and parts dealers
2415355350,Nonpoint,Solvent Utilization,Automotive Dealers (SIC 55): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Retail trade,Motor vehicle and parts dealers,Motor vehicle and parts dealers,Motor vehicle and parts dealers
2415355370,Nonpoint,Solvent Utilization,Automotive Dealers (SIC 55): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Retail trade,Motor vehicle and parts dealers,Motor vehicle and parts dealers,Motor vehicle and parts dealers
2415355385,Nonpoint,Solvent Utilization,Automotive Dealers (SIC 55): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Retail trade,Motor vehicle and parts dealers,Motor vehicle and parts dealers,Motor vehicle and parts dealers
2415355999,Nonpoint,Solvent Utilization,Automotive Dealers (SIC 55): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,Retail trade,Motor vehicle and parts dealers,Motor vehicle and parts dealers,Motor vehicle and parts dealers
2415360000,Nonpoint,Solvent Utilization,Auto Repair Services (SIC 75): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,Automotive repair and maintenance (including car washes)
2415360300,Nonpoint,Solvent Utilization,Auto Repair Services (SIC 75): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,Automotive repair and maintenance (including car washes)
2415360350,Nonpoint,Solvent Utilization,Auto Repair Services (SIC 75): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,Automotive repair and maintenance (including car washes)
2415360370,Nonpoint,Solvent Utilization,Auto Repair Services (SIC 75): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,Automotive repair and maintenance (including car washes)
2415360385,Nonpoint,Solvent Utilization,Auto Repair Services (SIC 75): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,Automotive repair and maintenance (including car washes)
2415360999,Nonpoint,Solvent Utilization,Auto Repair Services (SIC 75): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,Automotive repair and maintenance (including car washes)
2415365000,Nonpoint,Solvent Utilization,Miscellaneous Repair Services (SIC 76): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,No attribution
2415365300,Nonpoint,Solvent Utilization,Miscellaneous Repair Services (SIC 76): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,No attribution
2415365350,Nonpoint,Solvent Utilization,Miscellaneous Repair Services (SIC 76): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,No attribution
2415365370,Nonpoint,Solvent Utilization,Miscellaneous Repair Services (SIC 76): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,No attribution
2415365385,Nonpoint,Solvent Utilization,Miscellaneous Repair Services (SIC 76): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,No attribution
2415365999,Nonpoint,Solvent Utilization,Miscellaneous Repair Services (SIC 76): Cold Cleaning,Degreasing,Solvent - Degreasing,Solvent Utilization,08 Solvent Utilization|01 Degreasing|99 Other,Degreasing,"Other services, except government","Other services, except government",Repair and maintenance,No attribution
2420000000,Nonpoint,Solvent Utilization,All Processes,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|99 Other,Dry Cleaning,"Other services, except government","Other services, except government",Personal and laundry services,Dry-cleaning and laundry services
2420000055,Nonpoint,Solvent Utilization,All Processes,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|01 Perchloroethylene,Dry Cleaning,"Other services, except government","Other services, except government",Personal and laundry services,Dry-cleaning and laundry services
2420000370,Nonpoint,Solvent Utilization,All Processes,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|02 Petroleum Solvent,Dry Cleaning,"Other services, except government","Other services, except government",Personal and laundry services,Dry-cleaning and laundry services
2420000999,Nonpoint,Solvent Utilization,All Processes,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|99 Other,Dry Cleaning,"Other services, except government","Other services, except government",Personal and laundry services,Dry-cleaning and laundry services
2420010000,Nonpoint,Solvent Utilization,Commercial/Industrial Cleaners,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|99 Other,Dry Cleaning,No attribution,No attribution,No attribution,No attribution
2420010055,Nonpoint,Solvent Utilization,Commercial/Industrial Cleaners,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|01 Perchloroethylene,Dry Cleaning,No attribution,No attribution,No attribution,No attribution
2420010370,Nonpoint,Solvent Utilization,Commercial/Industrial Cleaners,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|02 Petroleum Solvent,Dry Cleaning,No attribution,No attribution,No attribution,No attribution
2420010999,Nonpoint,Solvent Utilization,Commercial/Industrial Cleaners,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|99 Other,Dry Cleaning,No attribution,No attribution,No attribution,No attribution
2420020000,Nonpoint,Solvent Utilization,Coin-operated Cleaners,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|99 Other,Dry Cleaning,"Other services, except government","Other services, except government",Personal and laundry services,Dry-cleaning and laundry services
2420020055,Nonpoint,Solvent Utilization,Coin-operated Cleaners,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|01 Perchloroethylene,Dry Cleaning,"Other services, except government","Other services, except government",Personal and laundry services,Dry-cleaning and laundry services
2420020370,Nonpoint,Solvent Utilization,Coin-operated Cleaners,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|02 Petroleum Solvent,Dry Cleaning,"Other services, except government","Other services, except government",Personal and laundry services,Dry-cleaning and laundry services
2420020999,Nonpoint,Solvent Utilization,Coin-operated Cleaners,Dry Cleaning,Solvent - Dry Cleaning,Solvent Utilization,08 Solvent Utilization|03 Dry Cleaning|99 Other,Dry Cleaning,"Other services, except government","Other services, except government",Personal and laundry services,Dry-cleaning and laundry services
2425000000,Nonpoint,Solvent Utilization,All Processes,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|99 Other,Graphic Arts,No attribution,No attribution,No attribution,No attribution
2425000055,Nonpoint,Solvent Utilization,All Processes,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|99 Other,Graphic Arts,No attribution,No attribution,No attribution,No attribution
2425000370,Nonpoint,Solvent Utilization,All Processes,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|99 Other,Graphic Arts,No attribution,No attribution,No attribution,No attribution
2425000999,Nonpoint,Solvent Utilization,All Processes,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|99 Other,Graphic Arts,No attribution,No attribution,No attribution,No attribution
2425010000,Nonpoint,Solvent Utilization,Lithography,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|03 Lithographic,Graphic Arts,Professional and technical services,"Miscellaneous professional, scientific, and technical services",No attribution,No attribution
2425010055,Nonpoint,Solvent Utilization,Lithography,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|03 Lithographic,Graphic Arts,Professional and technical services,"Miscellaneous professional, scientific, and technical services",No attribution,No attribution
2425010370,Nonpoint,Solvent Utilization,Lithography,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|03 Lithographic,Graphic Arts,Professional and technical services,"Miscellaneous professional, scientific, and technical services",No attribution,No attribution
2425010999,Nonpoint,Solvent Utilization,Lithography,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|03 Lithographic,Graphic Arts,Professional and technical services,"Miscellaneous professional, scientific, and technical services",No attribution,No attribution
2425020000,Nonpoint,Solvent Utilization,Letterpress,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|01 Letterpress,Graphic Arts,Manufacturing,Printing and related support activities,Printing and related support activities,No attribution
2425020055,Nonpoint,Solvent Utilization,Letterpress,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|01 Letterpress,Graphic Arts,Manufacturing,Printing and related support activities,Printing and related support activities,No attribution
2425020370,Nonpoint,Solvent Utilization,Letterpress,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|01 Letterpress,Graphic Arts,Manufacturing,Printing and related support activities,Printing and related support activities,No attribution
2425020999,Nonpoint,Solvent Utilization,Letterpress,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|01 Letterpress,Graphic Arts,Manufacturing,Printing and related support activities,Printing and related support activities,No attribution
2425030000,Nonpoint,Solvent Utilization,Rotogravure,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|04 Gravure,Graphic Arts,Manufacturing,Printing and related support activities,Printing and related support activities,No attribution
2425030055,Nonpoint,Solvent Utilization,Rotogravure,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|04 Gravure,Graphic Arts,Manufacturing,Printing and related support activities,Printing and related support activities,No attribution
2425030370,Nonpoint,Solvent Utilization,Rotogravure,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|04 Gravure,Graphic Arts,Manufacturing,Printing and related support activities,Printing and related support activities,No attribution
2425030999,Nonpoint,Solvent Utilization,Rotogravure,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|04 Gravure,Graphic Arts,Manufacturing,Printing and related support activities,Printing and related support activities,No attribution
2425040000,Nonpoint,Solvent Utilization,Flexography,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|02 Flexographic,Graphic Arts,Professional and technical services,"Miscellaneous professional, scientific, and technical services",No attribution,No attribution
2425040055,Nonpoint,Solvent Utilization,Flexography,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|02 Flexographic,Graphic Arts,Professional and technical services,"Miscellaneous professional, scientific, and technical services",No attribution,No attribution
2425040370,Nonpoint,Solvent Utilization,Flexography,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|02 Flexographic,Graphic Arts,Professional and technical services,"Miscellaneous professional, scientific, and technical services",No attribution,No attribution
2425040999,Nonpoint,Solvent Utilization,Flexography,Graphic Arts,Solvent - Graphic Arts,Solvent Utilization,08 Solvent Utilization|02 Graphic Arts|02 Flexographic,Graphic Arts,Professional and technical services,"Miscellaneous professional, scientific, and technical services",No attribution,No attribution
2430000000,Nonpoint,Solvent Utilization,All Processes,Rubber/Plastics,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|01 Rubber & Plastics Mfg,Other Industrial,Manufacturing,Chemical products,Plastics and rubber products,No attribution
2430000170,Nonpoint,Solvent Utilization,All Processes,Rubber/Plastics,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|01 Rubber & Plastics Mfg,Other Industrial,Manufacturing,Chemical products,Plastics and rubber products,No attribution
2430000340,Nonpoint,Solvent Utilization,All Processes,Rubber/Plastics,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|01 Rubber & Plastics Mfg,Other Industrial,Manufacturing,Chemical products,Plastics and rubber products,No attribution
2430000350,Nonpoint,Solvent Utilization,All Processes,Rubber/Plastics,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|01 Rubber & Plastics Mfg,Other Industrial,Manufacturing,Chemical products,Plastics and rubber products,No attribution
2430000370,Nonpoint,Solvent Utilization,All Processes,Rubber/Plastics,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|01 Rubber & Plastics Mfg,Other Industrial,Manufacturing,Chemical products,Plastics and rubber products,No attribution
2430000999,Nonpoint,Solvent Utilization,All Processes,Rubber/Plastics,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|01 Rubber & Plastics Mfg,Other Industrial,Manufacturing,Chemical products,Plastics and rubber products,No attribution
2440000000,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000060,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000065,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000070,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000100,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000125,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000130,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000135,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000165,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000200,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000210,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000215,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000235,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000250,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000260,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000275,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000285,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000300,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000330,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000350,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000370,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440000999,Nonpoint,Solvent Utilization,All Processes,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|05 Other Industrial|99 Other,Other Industrial,No attribution,No attribution,No attribution,No attribution
2440020000,Nonpoint,Solvent Utilization,Adhesive (Industrial) Application,Miscellaneous Industrial,Solvent - Industrial Surface Coating & Solvent Use,Solvent Utilization,08 Solvent Utilization|04 Surface Coating|01 Industrial Adhesives,Surface Coating,No attribution,No attribution,No attribution,No attribution
