SCC,data.category.text,scc.level.one.text,scc.level.three.text,scc.level.two.text,sector.text,tier.1.description.text,tier.1.2.3.text,tier.2.description.text,naics.sector,naics.subsector,naics.summary,naics.industry
10100101,Point,External Combustion Boilers,"Anthracite Coal, Pulverized",Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|03 Anthracite & Lignite,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100102,Point,External Combustion Boilers,Anthracite Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|03 Anthracite & Lignite,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100201,Point,External Combustion Boilers,"Bituminous Coal, Pulverized",Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|01 Bituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100202,Point,External Combustion Boilers,"Bituminous Coal, Pulverized",Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|01 Bituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100203,Point,External Combustion Boilers,Bituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|01 Bituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100204,Point,External Combustion Boilers,Bituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|01 Bituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100205,Point,External Combustion Boilers,Bituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|01 Bituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100211,Point,External Combustion Boilers,Bituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|01 Bituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100212,Point,External Combustion Boilers,"Bituminous Coal, Pulverized",Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|01 Bituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100215,Point,External Combustion Boilers,Bituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|01 Bituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100217,Point,External Combustion Boilers,Bituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|01 Bituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100218,Point,External Combustion Boilers,Bituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|01 Bituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100221,Point,External Combustion Boilers,"Subbituminous Coal, Pulverized",Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|02 Subbituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100222,Point,External Combustion Boilers,"Subbituminous Coal, Pulverized",Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|02 Subbituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100223,Point,External Combustion Boilers,Subbituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|02 Subbituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100224,Point,External Combustion Boilers,Subbituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|02 Subbituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100225,Point,External Combustion Boilers,Subbituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|02 Subbituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100226,Point,External Combustion Boilers,"Subbituminous Coal, Pulverized",Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|02 Subbituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100235,Point,External Combustion Boilers,Subbituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|02 Subbituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100237,Point,External Combustion Boilers,Subbituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|02 Subbituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100238,Point,External Combustion Boilers,Subbituminous Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|02 Subbituminous,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100300,Point,External Combustion Boilers,Pulverized Lignite,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|03 Anthracite & Lignite,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100301,Point,External Combustion Boilers,Pulverized Lignite,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|03 Anthracite & Lignite,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100302,Point,External Combustion Boilers,Pulverized Lignite,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|03 Anthracite & Lignite,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100303,Point,External Combustion Boilers,Lignite,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|03 Anthracite & Lignite,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100304,Point,External Combustion Boilers,Lignite,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|03 Anthracite & Lignite,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100306,Point,External Combustion Boilers,Lignite,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|03 Anthracite & Lignite,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100316,Point,External Combustion Boilers,Lignite,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|03 Anthracite & Lignite,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100317,Point,External Combustion Boilers,Lignite,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|03 Anthracite & Lignite,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100318,Point,External Combustion Boilers,Lignite,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|03 Anthracite & Lignite,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100401,Point,External Combustion Boilers,Residual Oil - Grade 6,Electric Generation,Fuel Comb - Electric Generation - Oil,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|02 Oil|01 Residual,Oil,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100404,Point,External Combustion Boilers,Residual Oil - Grade 6,Electric Generation,Fuel Comb - Electric Generation - Oil,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|02 Oil|01 Residual,Oil,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100405,Point,External Combustion Boilers,Residual Oil,Electric Generation,Fuel Comb - Electric Generation - Oil,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|02 Oil|01 Residual,Oil,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100406,Point,External Combustion Boilers,Residual Oil,Electric Generation,Fuel Comb - Electric Generation - Oil,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|02 Oil|01 Residual,Oil,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100501,Point,External Combustion Boilers,Distillate Oil - Grades 1 and 2,Electric Generation,Fuel Comb - Electric Generation - Oil,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|02 Oil|02 Distillate,Oil,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100504,Point,External Combustion Boilers,Distillate Oil - Grade 4,Electric Generation,Fuel Comb - Electric Generation - Oil,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|02 Oil|02 Distillate,Oil,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100505,Point,External Combustion Boilers,Distillate Oil - Grade 4,Electric Generation,Fuel Comb - Electric Generation - Oil,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|02 Oil|02 Distillate,Oil,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100601,Point,External Combustion Boilers,Natural Gas,Electric Generation,Fuel Comb - Electric Generation - Natural Gas,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|03 Gas|01 Natural,Gas,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100602,Point,External Combustion Boilers,Natural Gas,Electric Generation,Fuel Comb - Electric Generation - Natural Gas,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|03 Gas|01 Natural,Gas,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100604,Point,External Combustion Boilers,Natural Gas,Electric Generation,Fuel Comb - Electric Generation - Natural Gas,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|03 Gas|01 Natural,Gas,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100701,Point,External Combustion Boilers,Process Gas,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|03 Gas|02 Process,Gas,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100702,Point,External Combustion Boilers,Process Gas,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|03 Gas|02 Process,Gas,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100703,Point,External Combustion Boilers,Petroleum Refinery Gas,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|03 Gas|02 Process,Gas,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100704,Point,External Combustion Boilers,Process Gas,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|03 Gas|02 Process,Gas,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100707,Point,External Combustion Boilers,Process Gas,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|03 Gas|02 Process,Gas,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100711,Point,External Combustion Boilers,Process Gas,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|03 Gas|02 Process,Gas,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100712,Point,External Combustion Boilers,Process Gas,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|03 Gas|02 Process,Gas,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100801,Point,External Combustion Boilers,Petroleum Coke,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100818,Point,External Combustion Boilers,Petroleum Coke,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100901,Point,External Combustion Boilers,Wood/Bark Waste,Electric Generation,Fuel Comb - Electric Generation - Biomass,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100902,Point,External Combustion Boilers,Wood/Bark Waste,Electric Generation,Fuel Comb - Electric Generation - Biomass,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100903,Point,External Combustion Boilers,Wood/Bark Waste,Electric Generation,Fuel Comb - Electric Generation - Biomass,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100908,Point,External Combustion Boilers,Wood/Bark Waste,Electric Generation,Fuel Comb - Electric Generation - Biomass,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100910,Point,External Combustion Boilers,Wood/Bark Waste,Electric Generation,Fuel Comb - Electric Generation - Biomass,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100911,Point,External Combustion Boilers,Wood/Bark Waste,Electric Generation,Fuel Comb - Electric Generation - Biomass,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10100912,Point,External Combustion Boilers,Wood/Bark Waste,Electric Generation,Fuel Comb - Electric Generation - Biomass,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101001,Point,External Combustion Boilers,Liquified Petroleum Gas (LPG),Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101002,Point,External Combustion Boilers,Liquified Petroleum Gas (LPG),Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101003,Point,External Combustion Boilers,Liquified Petroleum Gas (LPG),Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|03 Gas|99 Other,Gas,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101101,Point,External Combustion Boilers,Bagasse,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101201,Point,External Combustion Boilers,Solid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101202,Point,External Combustion Boilers,Solid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101204,Point,External Combustion Boilers,Solid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101205,Point,External Combustion Boilers,Solid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101206,Point,External Combustion Boilers,Solid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101207,Point,External Combustion Boilers,Biomass Solids,Electric Generation,Fuel Comb - Electric Generation - Biomass,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101208,Point,External Combustion Boilers,Solid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101209,Point,External Combustion Boilers,Biomass Solids,Electric Generation,Fuel Comb - Electric Generation - Biomass,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101210,Point,External Combustion Boilers,Biomass Solids,Electric Generation,Fuel Comb - Electric Generation - Biomass,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101301,Point,External Combustion Boilers,Liquid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101302,Point,External Combustion Boilers,Liquid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101304,Point,External Combustion Boilers,Liquid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101305,Point,External Combustion Boilers,Liquid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101306,Point,External Combustion Boilers,Liquid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101307,Point,External Combustion Boilers,Liquid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101308,Point,External Combustion Boilers,Liquid Waste,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101309,Point,External Combustion Boilers,Biomass Liquids,Electric Generation,Fuel Comb - Electric Generation - Biomass,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101501,Point,External Combustion Boilers,Geothermal Power Plants,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101502,Point,External Combustion Boilers,Geothermal Power Plants,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101601,Point,External Combustion Boilers,Methanol,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101801,Point,External Combustion Boilers,Hydrogen,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10101901,Point,External Combustion Boilers,Coal-based Synfuel,Electric Generation,Fuel Comb - Electric Generation - Other,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10102001,Point,External Combustion Boilers,Waste Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|01 Coal|99 Other,Coal,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10102018,Point,External Combustion Boilers,Waste Coal,Electric Generation,Fuel Comb - Electric Generation - Coal,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10102101,Point,External Combustion Boilers,Other Oil,Electric Generation,Fuel Comb - Electric Generation - Oil,Fuel Comb. Elec. Util.,01 Fuel Comb. Elec. Util.|04 Other|99 Other,Other,Utilities,Utilities,"Electric power generation, transmission, and distribution","Electric power generation, transmission, and distribution"
10200101,Point,External Combustion Boilers,Anthracite Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|03 Anthracite & Lignite,Coal,No attribution,No attribution,No attribution,No attribution
10200104,Point,External Combustion Boilers,Anthracite Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|03 Anthracite & Lignite,Coal,No attribution,No attribution,No attribution,No attribution
10200107,Point,External Combustion Boilers,Anthracite Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|03 Anthracite & Lignite,Coal,No attribution,No attribution,No attribution,No attribution
10200117,Point,External Combustion Boilers,Anthracite Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|03 Anthracite & Lignite,Coal,No attribution,No attribution,No attribution,No attribution
10200201,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200202,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200203,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200204,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200205,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200206,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
10200210,Point,External Combustion Boilers,Bituminous Coal,Industrial,"Fuel Comb - Industrial Boilers, ICEs - Coal",Fuel Comb. Industrial,02 Fuel Comb. Industrial|01 Coal|01 Bituminous,Coal,No attribution,No attribution,No attribution,No attribution
