FIPS,PEC Annual Area,PEC Annual P150,PEC Annual P300,PEC Winter Area,PEC Winter P150,PEC Winter P300,PEC Spring Area,PEC Spring P150,PEC Spring P300,PEC Summer Area,PEC Summer P150,PEC Summer P300,PEC Fall Area,PEC Fall P150,PEC Fall P300,SO2 Annual Area,SO2 Annual P150,SO2 Annual P300,SO2 Winter Area,SO2 Winter P150,SO2 Winter P300,SO2 Spring Area,SO2 Spring P150,SO2 Spring P300,SO2 Summer Area,SO2 Summer P150,SO2 Summer P300,SO2 Fall Area,SO2 Fall P150,SO2 Fall P300,NOX Annual Area,NOX Annual P150,NOX Annual P300,NOX Winter Area,NOX Winter P150,NOX Winter P300,NOX Spring Area,NOX Spring P150,NOX Spring P300,NOX Summer Area,NOX Summer P150,NOX Summer P300,NOX Fall Area,NOX Fall P150,NOX Fall P300,NH3 Annual Area,NH3 Annual P150,NH3 Annual P300,NH3 Winter Area,NH3 Winter P150,NH3 Winter P300,NH3 Spring Area,NH3 Spring P150,NH3 Spring P300,NH3 Summer Area,NH3 Summer P150,NH3 Summer P300,NH3 Fall Area,NH3 Fall P150,NH3 Fall P300
48207,1.003010192,1.005389767,1.006024523,1.003448215,1.005886509,1.006645057,1.002059624,1.003069682,1.003480112,1.001306613,1.001964323,1.002051677,1.003547191,1.006570693,1.007343886,1.009409494,1.009215542,1.009933661,1.016068448,1.017442142,1.01649013,1.005735903,1.004424107,1.003815095,1.004349663,1.001408553,1.004412675,1.006023672,1.005841397,1.007728301,1.003205222,1.006825319,1.006875278,1.00704084,1.012151748,1.012115406,1.000942791,0.999725087,0.99999017,1.001440944,0.995726818,0.998734451,0.991939904,0.990101262,0.991329392,1.00045594,1.005211746,1.007367789,1.001372597,1.006312388,1.007794878,1.000803632,1.00245519,1.004450856,1.000236117,1.002608906,1.003097832,0.999229895,1.006024933,1.009747119
48209,1.003797569,1.005611973,1.006067198,1.004531323,1.006804602,1.007488808,1.003599622,1.003845216,1.00416697,1.002344862,1.003650342,1.00384706,1.004255585,1.006659797,1.007241941,1.011207227,1.01123065,1.009489632,1.017163532,1.01811543,1.016028482,1.006543109,1.005099857,1.004452343,1.006058818,1.007530813,1.004901739,1.007344398,1.008456375,1.008829397,1.005098939,1.006725075,1.006717597,1.008599163,1.012948065,1.012961528,1.002946086,1.001747452,1.001736954,1.001232769,0.994645066,1.000267539,0.992612707,0.99224224,0.992184822,1.002950932,1.008105517,1.009980192,1.002091696,1.008092988,1.009496731,1.001917509,1.008036635,1.00913561,1.001419837,1.00575251,1.006961651,1.005814683,1.009478779,1.012881476
48211,1.002714031,1.004932808,1.005557291,1.00305934,1.005371665,1.006132798,1.001928374,1.002816434,1.003193949,1.001042564,1.001768342,1.001835533,1.003229007,1.006065712,1.00683617,1.008716142,1.00887142,1.009663997,1.014501402,1.015871829,1.016116896,1.005597021,1.004262324,1.003255882,1.003633589,1.000998415,1.00309929,1.005940278,1.006466102,1.007435883,1.001999875,1.005344489,1.005103606,1.006620301,1.010879289,1.010929394,1.000572312,0.999615352,0.999987202,1.000620993,0.999071934,0.997557982,0.99243077,0.991483511,0.991844786,1.001586083,1.005497798,1.00797933,1.001120241,1.005611317,1.007068905,1.000731189,1.002742488,1.002587874,1.000099436,1.001986123,1.002421357,1.002566141,1.006938446,1.011522468
48213,1.003553942,1.005190819,1.005634646,1.004111865,1.006267427,1.006929055,1.003691211,1.003578415,1.003906563,1.002114201,1.003343081,1.003543431,1.003881903,1.006240332,1.006827636,1.009499185,1.009306595,1.008119145,1.01594522,1.01678404,1.015326932,1.005695092,1.004466936,1.004071556,1.005285997,1.005410639,1.004198794,1.006657071,1.008130597,1.007584949,1.003519192,1.005260287,1.005068061,1.007251976,1.012097281,1.012157605,1.0023932,1.001333323,1.001392072,1.001438861,0.995136434,0.999821302,0.993286073,0.992972296,0.992509951,1.001685185,1.006269639,1.008288981,1.001740882,1.007320064,1.008672092,1.001298863,1.005277425,1.006145376,1.000965343,1.004090657,1.005116585,1.002110783,1.006129933,1.010440999
48215,1.004618227,1.006131992,1.006630183,1.004984269,1.007902544,1.008649885,1.007115543,1.004093255,1.004464279,1.001888528,1.00303794,1.00322778,1.004380857,1.007608327,1.008351009,1.013412032,1.012545542,1.010218668,1.020850787,1.021937021,1.016697144,1.006863179,1.005270463,1.005498773,1.006339292,1.009667178,1.005237461,1.007833663,1.006389796,1.010268983,1.007399042,1.008971748,1.008895771,1.01116082,1.015188058,1.015009805,1.002030475,1.000920315,1.001073227,1.001285941,0.995509612,0.998278301,0.99142809,0.988816216,0.991737495,1.002206922,1.00856241,1.010230584,1.002469737,1.008955854,1.010534019,1.001817934,1.007934315,1.009460554,1.001519444,1.006741629,1.008071631,1.002027094,1.008746992,1.010544077
48217,1.003538882,1.005322034,1.005777957,1.00409061,1.006168169,1.006848247,1.003056933,1.003787427,1.00412567,1.002444648,1.003692045,1.003905987,1.004078412,1.006319779,1.00687337,1.009827777,1.009427883,1.008674369,1.015526142,1.016496342,1.01515297,1.005802287,1.004543536,1.003663761,1.005253991,1.004376803,1.004154207,1.006554731,1.006833044,1.007860968,1.003494076,1.005110958,1.005155604,1.007322979,1.011975974,1.012079431,1.002571676,1.001378092,1.001410014,1.001130493,0.995160035,1.000641945,0.993218254,0.991327983,0.992411187,1.002080454,1.006565659,1.008327295,1.00180269,1.00734946,1.008736605,1.001536866,1.00552869,1.007374107,1.001011763,1.0044345,1.005433126,1.003350687,1.006958943,1.009678972
48219,1.003406958,1.00537235,1.005970219,1.003503723,1.005751948,1.006563573,1.003756184,1.003827617,1.004187387,1.001713377,1.002780427,1.002876917,1.003883291,1.006516827,1.007225307,1.009681266,1.009257405,1.009874104,1.01537653,1.01695205,1.015458809,1.005888834,1.004425834,1.003964293,1.003790267,1.00149472,1.002776048,1.006387665,1.004442082,1.008330081,1.002702294,1.004963679,1.006117024,1.007655201,1.01205985,1.012033026,1.001129702,0.999864708,1.000145607,1.000573689,0.998436093,0.998084178,0.991832571,0.986659037,0.991503891,1.002103673,1.006603784,1.008586901,1.001440743,1.006659927,1.008251544,1.001332865,1.004713824,1.006290311,1.000482457,1.003189832,1.003958056,1.003400105,1.008062758,1.010786917
48221,1.003477989,1.005299326,1.00576175,1.003979828,1.005970581,1.006665075,1.002541813,1.003761558,1.004112614,1.002375402,1.003564179,1.003766057,1.004115388,1.006219188,1.006746739,1.009412443,1.008892926,1.008652821,1.015273725,1.016227916,1.015000071,1.005753679,1.0044916,1.003527668,1.004975666,1.003322528,1.00421364,1.006285997,1.006199887,1.007721907,1.00283169,1.004938236,1.004959592,1.006876214,1.011929033,1.012007072,1.002146363,1.000926957,1.001020577,1.001153253,0.996093655,1.000144194,0.99314716,0.99097013,0.992249459,1.001527868,1.006010691,1.00746477,1.001783839,1.007176272,1.008553009,1.00155152,1.005180666,1.007627703,1.001042535,1.004276879,1.005226432,1.001364507,1.00548172,1.006912733
48223,1.003239485,1.00504695,1.005526918,1.003848362,1.006018024,1.006681178,1.003010365,1.003340769,1.003684666,1.001881991,1.002958103,1.003127861,1.003629875,1.006161085,1.006800646,1.009366823,1.009145376,1.008440093,1.015520568,1.0166537,1.015960971,1.005354565,1.004219915,1.003871754,1.004675369,1.004171569,1.003035076,1.00648608,1.007110287,1.007513661,1.003651781,1.005706549,1.005893901,1.00703253,1.011649504,1.011731735,1.001972873,1.000887113,1.000982918,1.001905519,0.995266324,0.999605776,0.992936772,0.990750694,0.992356269,1.001283563,1.005792861,1.008235258,1.00152587,1.006886258,1.00824952,1.000955899,1.003866079,1.005496464,1.000378053,1.003028473,1.003934753,1.001458404,1.006166523,1.011341577
48225,1.003276214,1.00532574,1.005810421,1.004225504,1.006640548,1.007291011,1.002554989,1.003152954,1.003500526,1.001658952,1.002674115,1.002825455,1.003679648,1.006384028,1.007055256,1.010281207,1.011119976,1.008827308,1.016865312,1.017813071,1.01639167,1.005767202,1.004509864,1.004290351,1.005723559,1.006866233,1.004829073,1.007876081,1.012988033,1.008032622,1.004570059,1.006691504,1.006249816,1.007984614,1.012408911,1.012419612,1.001932106,1.001024278,1.001186451,1.001793305,0.995973035,0.999618964,0.992785735,0.996432599,0.992269435,1.003021774,1.00698457,1.010567629,1.001726976,1.007455248,1.008811282,1.001010055,1.00460035,1.004315582,1.001072553,1.004266421,1.005200782,1.006099518,1.008610327,1.018473559
