FIPS,PEC Annual Area,PEC Annual P150,PEC Annual P300,PEC Winter Area,PEC Winter P150,PEC Winter P300,PEC Spring Area,PEC Spring P150,PEC Spring P300,PEC Summer Area,PEC Summer P150,PEC Summer P300,PEC Fall Area,PEC Fall P150,PEC Fall P300,SO2 Annual Area,SO2 Annual P150,SO2 Annual P300,SO2 Winter Area,SO2 Winter P150,SO2 Winter P300,SO2 Spring Area,SO2 Spring P150,SO2 Spring P300,SO2 Summer Area,SO2 Summer P150,SO2 Summer P300,SO2 Fall Area,SO2 Fall P150,SO2 Fall P300,NOX Annual Area,NOX Annual P150,NOX Annual P300,NOX Winter Area,NOX Winter P150,NOX Winter P300,NOX Spring Area,NOX Spring P150,NOX Spring P300,NOX Summer Area,NOX Summer P150,NOX Summer P300,NOX Fall Area,NOX Fall P150,NOX Fall P300,NH3 Annual Area,NH3 Annual P150,NH3 Annual P300,NH3 Winter Area,NH3 Winter P150,NH3 Winter P300,NH3 Spring Area,NH3 Spring P150,NH3 Spring P300,NH3 Summer Area,NH3 Summer P150,NH3 Summer P300,NH3 Fall Area,NH3 Fall P150,NH3 Fall P300
1001,83564.50825,51828.34296,44011.73484,99532.77818,69546.04097,58196.27331,73367.00973,40164.88344,35529.92224,68742.83178,36663.08472,32191.41465,92615.41332,60939.36271,50129.32918,16076.72552,15927.09903,15009.85343,17448.92853,15776.81107,14399.08841,21396.25734,21709.56553,20718.29046,16308.38042,16167.37501,14827.22719,9153.335797,10054.64451,10094.80765,3901.181795,2605.434858,2343.980909,9281.048252,5967.554075,5276.39218,3486.561522,2323.478481,2122.576627,1106.635915,749.1401413,757.0250096,1730.48149,1381.566736,1219.929821,54448.66778,36594.3154,32498.15346,62656.18795,46872.57212,38298.7425,51796.57526,31100.66177,27713.31095,53697.87205,32601.38101,32241.75188,49644.03586,35802.6467,31738.80851
1003,82595.83353,49854.18762,42525.33544,90294.32304,62042.34827,52007.73231,79154.01913,42505.66755,37727.52304,77789.63211,40442.92803,35478.39241,83145.35983,54425.80663,44887.69402,15034.73621,14723.43733,14408.33267,18489.31429,16648.71511,16517.94621,19211.41004,19099.20121,18049.60974,14512.95757,14453.68328,14387.806,7925.262938,8692.149707,8677.968717,3092.628297,2319.266604,2091.306152,6043.431747,4782.337749,4210.113656,4223.949732,2823.152753,2629.380315,1099.883741,814.8290511,768.9157232,1003.24797,856.746863,756.8149151,44514.39325,27762.49843,23968.91357,57535.89397,40087.82778,33234.64961,39037.15185,21817.98129,19494.86082,43208.51227,22811.85406,20319.10215,38276.0149,26332.33058,22827.04171
1005,77549.97783,48415.49169,41385.48448,87896.25929,62003.97369,52472.60842,70166.44435,38826.09603,34571.02673,74039.22598,39228.90484,34461.24871,78097.98168,53602.99221,44037.05405,15082.3597,15560.26111,15274.96937,16233.32384,14688.96985,13228.78674,18614.05461,20877.04069,19877.25917,16511.07662,16762.67347,17835.08265,8970.983737,9912.360451,10158.74892,3460.685876,2387.738219,2202.750104,8221.71364,5214.670102,4646.202231,3080.00815,2281.704785,2124.558294,1139.218832,916.4644651,1071.600571,1401.802881,1138.113523,968.6393198,45205.09608,30486.76935,26955.31953,55712.72469,40913.87735,34224.91907,34523.72453,21103.80941,19126.1485,48830.62304,28750.62495,26655.00731,41753.31208,31178.76569,27815.20321
1007,92812.87829,56404.73326,47630.86553,113978.0242,76371.68357,63157.15263,88160.42071,47260.48078,41423.19793,72099.11397,38862.22815,34317.5333,97013.95427,63124.54052,51625.57824,16542.1017,16589.45275,15916.7912,16922.87691,15133.49786,15775.78819,21527.42169,22803.22511,21486.23777,18612.39294,18286.9269,15964.30401,9105.715266,10134.16114,10440.83484,4111.577843,2794.68987,2518.346556,9392.26616,6124.446849,5422.58823,4153.495229,2898.575786,2622.542824,1346.192707,917.930274,932.1711075,1554.357276,1237.806571,1096.084063,60699.28017,39927.31249,35055.85011,75139.05789,52793.89153,42432.73777,57181.11427,32441.82238,28563.06584,57230.01106,35649.77045,35162.29724,53246.93747,38823.76561,34065.29958
1009,114677.5186,66746.64137,55663.15244,129336.2389,83619.97566,68439.81005,105798.1328,56223.95014,48855.97202,100172.9643,51664.02543,45165.54364,123402.7384,75478.61424,60191.28403,17961.38087,17817.39686,16968.65525,20527.09538,18199.61949,16267.00314,23320.64452,23814.47045,23250.89285,18362.61334,18839.29489,17802.78694,9635.170228,10416.2026,10553.93809,5610.244865,3815.932671,3360.484683,11971.57423,7957.345411,6893.367888,6083.654112,4081.069257,3577.96215,1816.045798,1265.719133,1199.890824,2569.705322,1959.596882,1770.717869,67034.05998,44617.64238,37950.22062,83749.03967,61273.37467,47899.72767,59853.85313,35242.20046,31175.43901,53273.53862,34429.27876,32813.27617,71259.8085,47525.71562,39912.43964
1011,81196.49222,50394.99978,42940.83036,91238.02075,64172.23219,54150.32658,73442.07702,40687.70273,36157.33709,78380.10945,41084.66144,35941.44885,81725.76167,55635.40274,45514.20891,15352.7538,15784.08764,15385.13992,15848.04771,14311.913,12731.95975,19179.25413,21430.9506,20340.91175,17230.10617,17303.9325,18116.31744,9153.607182,10089.55444,10351.37071,3631.117677,2445.05115,2248.722405,8479.681906,5245.690055,4686.98942,3140.821046,2318.200533,2148.149369,1339.413047,939.4850888,1079.777393,1564.554708,1276.828921,1079.973437,51079.08489,32862.54703,29574.61088,58388.16862,42195.01022,35098.95497,38884.0435,23583.31794,21221.86166,63043.88923,33254.81091,33276.38644,44000.23821,32417.04907,28701.24046
1013,70920.46255,45031.39289,38661.07715,83576.29875,59280.25302,50406.70553,61755.70917,34671.54661,31034.72436,65625.4547,35286.10465,31043.69775,72724.38758,50887.66728,42159.18098,14669.1831,15058.787,14798.38572,16376.70804,14759.43598,13164.26149,17571.47723,19367.82396,18753.34569,15681.58371,16022.55378,16927.12446,9046.963402,10085.33429,10348.81126,3441.660224,2271.516495,2082.920619,8239.966753,4992.883041,4460.859,3001.231388,2139.115847,1986.963102,1117.012974,828.2001961,932.5393515,1408.429782,1125.866898,951.3210209,39878.90689,27871.02885,25255.60844,52604.2481,38359.64393,32327.0656,27013.60697,17984.88707,16864.32406,41168.9523,24837.54669,24407.9769,38728.82021,30302.0377,27423.06718
1015,114512.5164,66135.2527,54973.98384,135532.2153,84698.63701,69016.40242,104792.6264,55463.05978,48130.89499,97471.27756,50680.28864,44430.4627,120253.9463,73699.02538,58318.17525,17607.82521,17557.57328,16709.1387,19272.42387,17005.1267,15092.30817,22298.25404,23213.11424,22428.63338,19502.78778,19827.88412,18722.71633,9357.83516,10184.16808,10592.89691,5329.086218,3627.325556,3206.299613,11352.47207,7388.176672,6437.482744,5820.119032,4011.934588,3529.036677,1867.498272,1352.423497,1303.967059,2276.255494,1756.767468,1554.711972,67882.66254,44021.9895,37103.82982,90022.23654,61218.49451,47599.43736,58602.00287,33788.86339,29836.23677,53668.07385,34736.311,32394.77987,69238.33688,46344.28911,38584.86527
1017,94670.62067,56621.353,47616.49458,112435.5429,74075.08625,61309.73541,86105.31348,46463.42298,40832.21376,78788.09992,41301.40669,36169.56434,101353.5264,64645.49607,52154.4648,16142.6002,16199.71935,15199.61111,16958.67658,15239.34743,13541.08316,20962.16247,22285.77833,21097.31151,17611.23557,17490.14614,16253.80805,9038.326168,9783.605494,9906.241724,4044.029541,2807.396507,2524.317125,9330.201073,6058.722005,5357.11677,3769.778268,2714.815449,2457.166866,1156.669957,897.0184994,924.6218767,1919.468867,1559.030076,1358.362986,62209.55278,40123.01399,34182.02914,73801.06107,51277.77913,41126.56464,60944.50779,34412.33612,29958.18481,59076.72409,37669.90805,33760.88399,55015.91818,37132.03268,31882.48313
1019,115596.6589,67227.74148,55815.16356,135533.8796,86057.60276,70198.37228,106447.3934,56700.77246,49226.03764,95127.21274,49678.45408,43534.99221,125278.15,76474.13663,60301.25212,18755.56722,18451.96616,17322.77473,20620.11248,18170.93657,16016.66935,23968.78938,24278.96813,23432.49221,20225.33458,20396.86244,18803.00354,10208.03244,10961.09751,11038.93382,5862.278587,4070.297606,3578.031476,12134.02758,8288.53536,7167.618432,6479.65973,4395.193075,3830.500884,2030.431824,1403.413972,1320.650284,2804.995212,2194.048018,1993.356305,72105.02496,47595.7874,40317.39661,89790.25301,64543.44924,50336.67499,68018.28148,39491.42929,34619.20254,56689.8615,36812.03835,35293.58521,73921.70385,49536.23273,41020.1237
1021,90271.93071,55034.27347,46538.14634,106713.4413,72673.41508,60442.06398,87228.33758,46878.42068,41119.97723,72243.24408,38523.57699,33842.65278,94902.69988,62061.68112,50747.89135,16646.89571,16726.58128,15899.15367,17216.75865,15472.98466,15328.71742,22374.64505,23832.05137,22349.55583,17857.23371,17519.56735,15656.22936,9138.945432,10081.72175,10262.11209,4005.271781,2770.688927,2497.847207,9095.331676,6055.007411,5358.928783,4096.964258,2891.074102,2619.654425,1212.71049,839.5391081,860.6393752,1616.0807,1297.135085,1152.166243,60929.24066,39918.06169,35001.0004,69814.13574,50403.55732,40907.58744,60598.45513,34096.93802,29782.97187,61225.55701,37545.54609,36261.24886,52078.81475,37626.20532,33052.19344
1023,61692.74031,41205.49952,35988.76931,75981.1211,57004.22882,48933.57258,53508.733,31009.03055,28073.2848,48093.11415,27545.85342,24646.91575,69187.993,49262.88527,42301.3041,14769.36555,14977.22056,14316.46312,16863.04166,15343.0578,14857.71479,18224.18742,19401.95187,18473.19547,15154.2396,15120.84476,13699.55062,8835.993526,10043.02783,10235.39161,3177.630036,2206.040588,2012.135568,7743.431718,5313.912391,4736.792105,2702.216707,1879.964219,1747.358442,1025.720015,613.5760175,690.9681836,1239.151703,1016.709725,873.4235417,38598.21433,27993.88984,26874.96391,47985.30119,38238.91393,32953.8581,30864.97553,21539.62702,20225.60601,39919.81523,22929.40398,26600.13465,35622.76536,29267.61444,27720.25686
1025,64392.08069,42241.14841,36688.27985,76178.49728,56309.72426,48276.42313,54404.60349,31425.51575,28437.7702,57185.64694,31766.68258,28221.7859,69799.57503,49462.67103,41817.14018,14996.13565,15253.87838,15082.27636,16496.59002,14963.50484,15147.32567,18047.01716,19447.55796,18438.62918,16542.89941,16546.71849,16496.47669,8898.036023,10057.73225,10246.67388,3120.377947,2179.181404,2005.985815,7272.867518,4966.040765,4438.496375,2806.726213,1985.954832,1849.358202,1222.015952,791.1946551,902.0681629,1179.902106,973.5353642,834.0205192,39829.87885,27893.41182,26343.95965,48950.33347,37707.56825,32476.76793,29720.2267,20409.53284,19147.86113,44517.24848,24187.35447,26599.68248,36131.70673,29269.19174,27151.52707
1027,94384.05023,56553.88208,47561.21535,111337.5109,73638.07503,60978.26993,88424.36183,47565.06719,41645.22042,77407.92028,40809.30603,35783.15514,100366.4079,64203.08008,51838.21592,16320.46198,16363.21542,15340.33204,17776.87589,15882.48365,14079.73651,20516.29746,21809.88994,20892.77927,17933.33717,17927.16317,16378.57679,9055.337381,9833.324926,10010.23561,4350.638873,3015.093469,2692.310254,9701.935451,6372.520528,5614.865494,4351.285729,3103.437109,2776.661122,1313.734833,964.0655667,962.2651468,2035.599481,1620.350674,1415.449253,60031.13985,39982.14932,34560.35772,73103.24953,52446.69077,42118.71555,54656.20513,31731.77636,28065.1019,55957.72655,36872.52698,34453.69282,56407.3782,38877.60319,33603.92062
1029,116650.6781,66790.02725,55288.14212,137419.2429,85099.24746,69183.97801,110601.7137,57872.67674,50080.63477,94224.65524,48909.05928,42824.3957,124357.1008,75279.12551,59063.56002,17173.85201,17147.50373,16107.79701,19216.35109,16935.8388,14086.70564,20895.41708,22013.17205,21406.67939,18904.61381,19271.23722,18362.51941,9679.026075,10369.76684,10575.28361,5444.940548,3674.24,3246.107366,11397.69775,7220.144433,6298.41564,5661.5512,3982.084827,3499.980284,1951.378465,1313.054403,1254.714353,2769.134775,2181.676337,1931.319189,69248.06338,43631.89539,36912.54101,91164.32496,61083.85692,47220.27825,59570.82259,33600.59586,29571.52918,55146.30829,33744.47788,33098.33652,71110.79769,46098.65091,37760.0201
1031,73775.37619,46649.84757,39827.58626,82856.17153,59738.87459,50691.50636,64520.80034,36073.48416,32264.79515,70358.69013,37515.23133,32936.96095,77365.84277,53271.80019,43417.08257,14952.63822,15327.44052,15125.15259,17835.78433,16059.47306,13914.14453,17928.92823,19662.82374,19207.488,14578.23582,15205.93746,17037.11876,9467.604499,10381.52783,10341.85908,3543.248701,2383.214922,2176.532156,8356.909224,5186.845062,4596.992508,3088.911413,2198.297663,2056.474279,1131.636154,866.4438846,972.3684563,1595.538012,1281.27308,1080.293379,37549.82768,26601.119,23599.3097,50281.57687,38447.67844,32206.52304,24599.11713,16126.17796,15023.17494,34296.80371,20776.86409,19777.10347,41021.81302,31053.75551,27390.43736
1033,96013.64166,58850.32398,49990.97325,110513.5678,75134.58001,62593.3755,82666.48511,46288.07048,40891.18849,82334.90446,44649.52236,39570.94611,108539.6093,69329.12307,56908.38291,18669.74567,18765.24382,18114.5526,21418.28045,19297.0469,17998.14069,21923.43692,22938.94681,22450.85565,21106.73211,21624.40585,20514.15384,10230.53319,11200.5757,11495.06023,5354.705248,3907.886591,3475.395739,11405.32846,8761.761155,7553.109262,5013.764266,3420.508739,3023.677999,2406.095046,1467.221148,1449.610743,2593.633217,1982.055323,1875.184954,55718.38201,40631.84207,36887.39332,70758.35349,58289.28352,47420.26078,41670.92961,28220.7196,25926.26564,47202.67111,29717.90767,33322.13302,63241.57385,46299.45749,40880.91386
1035,66544.83162,42941.37966,36982.61071,78128.61434,56584.869,48359.72478,57124.69648,32570.3633,29320.38525,59829.16493,32642.53652,28796.26528,71096.85074,49967.7498,41454.06755,14702.35337,14914.68865,14759.80098,16429.93642,14836.74595,14408.52731,17904.9043,19258.69027,18431.63011,15504.24811,15625.72869,16129.07832,8970.324663,9937.589705,10069.96817,3154.808316,2162.815913,1982.305145,7345.733914,4772.407961,4270.239151,2963.604012,2079.934061,1937.912941,1035.811921,750.0880595,832.7900795,1274.083417,1048.833568,888.2784067,38536.2177,26877.44329,24439.77307,50151.64045,37322.63214,31894.05145,27774.10713,18561.24809,17384.03644,39176.88177,23227.38379,22787.04696,37042.24145,28398.50916,25693.95746
1037,90768.67572,55046.6769,46501.25419,106473.3548,72013.80125,59885.70526,83485.46837,45273.29244,39818.7099,76066.45747,40041.95173,35075.04562,97049.42225,62857.66218,51225.55599,16479.32087,16460.2983,15550.92539,17229.9533,15498.71264,14940.40631,21726.48757,22881.46362,21541.37105,17981.84862,17626.19471,15713.6154,8978.994001,9834.822216,10008.30879,3895.365465,2752.504038,2474.575309,8923.206023,6099.749963,5391.589008,3831.911245,2703.438548,2445.918085,1142.737002,849.8459579,862.8229342,1683.607591,1356.981685,1197.971209,62252.64056,41008.13582,35458.25277,69996.1859,50594.30598,41052.12737,61022.02079,34794.17869,30394.12541,64668.26325,41243.88333,37731.97394,53324.09228,37400.17529,32654.78436
1039,69799.5779,44535.60919,38131.64709,79067.56825,57718.63737,49175.04361,60912.14097,34104.34797,30552.40984,64895.51028,34707.44547,30449.39496,74323.09209,51612.00594,42349.73994,14728.23972,14975.27949,14803.23723,17525.20233,15804.65501,14213.86345,17724.189,19086.53585,18570.95277,14396.96426,14838.87768,16272.17493,9266.603286,10171.04942,10155.95776,3411.926139,2291.552159,2082.750395,7977.469729,4992.456964,4437.565379,3107.398858,2168.823837,2027.682524,1059.431332,788.6611684,844.7843907,1503.404638,1216.266668,1020.969286,36480.82842,25841.53411,23143.77079,48163.59566,37023.86777,31282.03692,24495.53298,16195.6154,15194.18647,34513.66383,20852.31723,20024.78342,38750.52122,29294.33603,26074.07637
1041,73177.52211,46062.10429,39435.70057,85190.13048,60040.31245,50952.34761,64351.37626,35905.69361,32071.51221,68651.21384,36544.9083,32063.82918,74517.36784,51757.50278,42655.11328,14679.08555,15103.72337,14842.15359,16723.25331,15055.5057,13071.22441,17640.99987,19557.72765,19032.48152,15244.5687,15708.78265,16985.83264,9107.52033,10092.87748,10279.0758,3542.869932,2326.090513,2128.812758,8475.397503,5069.296933,4519.924588,3069.570401,2198.561156,2042.479454,1124.989842,841.4724116,942.8996844,1501.521982,1195.031553,1009.947306,40114.77112,27879.70794,25081.91884,53355.5108,38785.95867,32503.04766,26640.42533,17554.05674,16411.19086,40527.34301,24350.09369,23705.94905,39935.80535,30828.72264,27707.48779
1043,109845.5511,64686.16463,54059.94648,127592.2263,82739.29669,67859.8751,99319.60407,53603.16268,46813.66828,91677.34117,47917.54094,41992.84059,120793.0327,74484.65823,59573.40193,17629.66754,17673.92142,17069.18471,21199.75176,18755.00852,16616.43726,21969.20852,22990.14274,22887.29873,17704.55845,18487.12461,18016.5696,9645.151442,10463.4098,10756.43326,5822.720404,3867.116739,3396.539597,12846.12152,8226.559403,7108.812411,5957.253942,4010.948632,3514.11771,1781.31312,1225.47386,1160.649524,2706.193033,2005.48506,1802.578743,59643.54977,41371.11792,35505.94799,81450.46435,60638.74241,47423.86346,44313.57802,28424.70468,25945.53767,42564.9058,28992.12792,28529.42916,70245.25092,47428.89666,40124.96168
1045,78514.49628,48801.04777,41530.74685,87699.80878,61914.86539,52286.02215,67434.65505,37480.69701,33478.81131,76432.14326,40113.64371,35097.66328,82491.37805,55694.98498,45260.49067,15026.83851,15309.54968,15010.45809,18136.76276,16348.62108,14118.36454,17705.83983,19303.79375,18786.11815,14988.68937,15453.71876,17045.6958,9276.062075,10132.06512,10091.65386,3441.571329,2397.723401,2186.588212,8150.392349,5359.642076,4732.022156,2967.135574,2117.28665,1984.515014,1133.201605,883.1059172,968.8981099,1515.555789,1230.858961,1060.917569,41075.87711,28259.25361,24754.32208,53924.91667,40576.67953,33782.4889,26867.8146,17112.75378,15772.93829,40377.07949,23802.76023,21902.93147,43133.69768,31544.82092,27558.92964
1047,69410.52422,44857.5059,38631.48669,86329.39912,62237.74016,52851.77692,62081.33165,34715.7165,31024.3405,52701.03717,29349.16344,26015.90692,76530.32895,53127.40349,44633.92243,15488.68174,15600.36734,14856.22541,16562.97653,15028.4952,14531.09559,20226.05016,21380.29369,20182.95265,15988.69493,15789.93351,14357.73855,9177.005345,10202.74697,10353.11486,3505.218939,2383.599505,2163.171581,8456.050923,5568.47928,4954.383831,3035.840823,2103.989725,1946.403701,1050.181252,653.9410909,694.8967432,1478.802759,1207.987923,1057.002049,45813.01607,31696.30489,29510.15569,54700.53376,41643.10828,35133.29954,41560.27724,26177.67014,23755.31406,46495.17921,27695.29827,30395.3362,40496.07405,31269.14285,28756.67294
1049,112939.1652,66067.69609,54939.98393,131299.8101,84015.161,68759.11228,101542.7504,54701.17538,47601.75274,94786.3565,49460.04723,43257.29878,124127.7439,76094.40076,60141.77193,18659.33674,18389.66239,17336.21441,21387.15683,18937.85485,16433.63018,23125.7505,23401.67884,22976.47214,19831.09121,20175.58153,18837.17137,10293.34841,11043.53433,11097.58394,6072.712685,4182.665142,3665.119935,12575.48728,8682.983226,7480.61406,6558.843917,4382.637567,3797.477504,2169.011377,1382.163356,1298.300807,2987.508169,2282.876419,2084.087371,68629.90403,46592.18852,40220.05142,85384.11922,63843.50011,49972.84962,57753.3173,35691.15223,31976.76962,56293.24362,35847.99347,36346.71543,75088.93597,50986.10825,42583.87101
1051,98285.04142,58515.15528,49153.78479,112694.6649,75257.15968,62261.92348,88323.55424,47266.15758,41478.27266,85952.72081,44342.69413,38695.6877,106169.2257,67194.60972,54179.2553,16250.74169,16177.77659,15272.13135,16780.29533,15129.42606,13997.23032,21931.68347,22722.82409,21397.90162,17151.42627,16883.29069,15609.66707,9139.561701,9975.565537,10083.72639,3806.869778,2620.348978,2367.237632,8923.313038,5882.541734,5212.919814,3441.907561,2387.819192,2184.379414,1151.147388,818.169768,852.6959545,1711.111124,1392.865219,1218.955345,67415.19451,41512.45394,35619.48218,73276.25604,50520.39178,40520.85975,67016.34745,36484.45274,31332.6714,73206.39467,41127.25672,38374.86189,56161.77989,37917.71452,32249.53568
1053,69875.13977,44709.248,38286.99163,80377.16218,58145.82611,49471.9512,60501.74438,34329.16686,30868.91532,61807.01372,33506.543,29515.98056,76814.63878,52855.45603,43291.11942,15017.2918,15063.15582,14915.18313,17306.04963,15586.15417,15518.36243,18396.24932,19357.12222,18485.60586,15211.96519,15251.9276,15594.24358,9154.903068,10057.4193,10062.52065,3154.956527,2222.807601,2024.243276,7017.484668,4787.529428,4269.684405,3253.923613,2251.020107,2095.192568,1024.741383,744.7705596,791.199716,1323.676444,1107.910309,940.8964162,39749.52568,27293.29238,24352.94813,51942.86298,38526.43586,32678.37406,29300.17441,19102.9655,17749.77826,38483.06263,22549.05191,21431.96962,39272.00269,28994.71624,25551.67059
1055,115132.6116,67074.88902,55782.67271,130465.4293,84612.90184,69191.2235,104103.878,55384.0152,48088.96047,100815.4564,51900.49065,45305.04248,125145.6825,76402.14839,60545.46441,18234.52216,17908.3567,16899.37838,20919.46407,18514.01137,16283.77621,22815.57812,22892.75941,22367.73996,19153.4422,19435.64931,18157.27195,10049.60427,10791.0067,10788.7254,5682.10089,3939.908885,3465.415191,12042.32994,8250.021541,7130.569732,6163.515368,4085.531154,3577.5695,1813.047212,1324.584317,1228.861117,2709.511045,2099.498527,1924.660415,67699.76723,45778.30076,38541.34839,84374.5623,62598.59644,48940.27923,58547.24298,34775.48048,30900.41205,54866.76801,36929.81323,33626.54275,73010.49563,48809.3129,40698.15954
1057,83970.66208,52811.56444,45116.76812,101354.8327,70763.04606,59360.05545,73351.14911,41237.79972,36575.01524,66511.9982,36701.05592,32551.91838,94664.66833,62544.35607,51980.08339,17678.99711,17715.70384,17062.83526,18943.55914,17167.45512,17864.08669,23514.5321,24592.2226,23324.30755,19007.16039,18911.49491,16577.52436,9250.736815,10191.64271,10485.42244,4351.974578,3124.860089,2792.650879,9782.683999,7170.946304,6283.765634,4274.797434,2917.734173,2621.679136,1526.13976,976.1835338,972.5188725,1824.277117,1434.576345,1292.639873,53800.98772,38253.38581,34724.48369,66035.87306,52098.31445,43001.0938,49430.30972,31687.79907,28557.0074,47191.25559,31381.8071,33221.18391,52546.51251,37845.62265,34118.64965
1059,92025.60333,56800.74645,48330.18371,107253.9521,73434.71852,61304.6391,78752.10628,44324.98099,39251.06568,78693.40254,42672.09631,37782.05477,103402.9524,66771.18997,54982.97527,18073.331,18298.73756,17730.1313,20785.4263,18693.29462,17309.70735,21251.82429,22716.71623,22205.44115,20349.63992,20881.95833,20083.6152,9906.433471,10902.98105,11321.76152,5096.739272,3686.065695,3283.538308,11142.57467,8308.813858,7191.321816,4672.105844,3242.938067,2881.639349,2175.862258,1362.199697,1363.960123,2396.414316,1830.31116,1697.231946,52962.86327,38779.64091,35293.35388,68479.69725,56021.82601,45738.72244,37962.49479,26044.61719,24096.28655,45927.3774,29268.54149,32446.54444,59481.88364,43783.57894,38891.86209
1061,73591.57254,46490.19612,39724.15442,80984.57211,58705.66396,49892.30469,65124.11171,36295.72904,32469.79,70750.25941,37717.69853,33120.99557,77507.34692,53241.69293,43413.52741,15105.94663,15333.48672,15125.81133,19001.59622,17140.85238,14819.0548,18081.78205,19419.29379,19052.2338,14052.44055,14727.62152,16676.87357,9287.967688,10046.17919,9955.083134,3547.363603,2446.91913,2220.971608,8217.478558,5377.413973,4731.17692,3263.721062,2279.263473,2135.775061,1129.282561,863.04279,929.580281,1578.97223,1267.956285,1087.354169,35571.98325,25242.99127,22341.83796,48351.60607,38007.01732,31930.62201,23360.00007,15335.08306,14316.4545,30188.83024,18406.85522,17309.56765,40387.49662,29223.00947,25810.7077
1063,69527.3887,45625.28628,39527.74282,87407.66925,64258.80971,54524.57578,60155.6949,34191.98787,30628.2996,53253.52035,30288.76996,27103.61741,77292.67031,53761.57758,45854.47848,16051.90055,16209.77523,16024.82065,16975.22207,15390.64209,17756.54443,20683.89475,21949.10311,20745.55627,17586.26566,17425.60438,15228.46465,8962.219738,10073.75134,10368.71727,3648.315549,2551.472227,2311.597977,8977.999029,6128.081264,5427.961693,3155.134174,2167.03703,1994.535713,1022.520303,751.185515,813.8440662,1437.608689,1159.585098,1010.050437,43311.7503,32362.70817,29701.27867,54897.13302,44134.77741,37229.82712,38669.38965,25679.06739,23647.88292,38912.12615,27876.05165,28133.51574,40768.3524,31760.93621,29793.8889
1065,71995.72104,46621.01396,40214.54416,92018.69976,66136.01907,55821.78734,63096.23156,35464.32592,31670.95004,54551.50693,30771.35271,27464.29238,78316.44593,54112.35815,45901.14687,15879.97878,16012.18177,15909.29616,16600.34622,15009.10083,17739.54012,20472.4413,21731.93789,20500.82869,17581.59315,17348.81918,15158.07735,8865.534462,9958.869185,10238.73846,3630.8924,2516.668267,2281.31001,8910.047601,5992.870346,5312.245222,3218.792023,2219.362095,2041.361459,1024.269682,750.8016361,801.9629005,1370.460295,1103.638993,969.6704595,45458.62503,33186.58089,30189.48767,58209.93906,45108.68785,37693.99762,40762.59703,26289.58854,24053.41252,41188.46631,28962.94852,28833.13442,41673.49774,32385.09865,30177.40615
1067,75022.33881,47089.45539,40283.61876,84134.90182,60292.06844,51153.28399,65835.26612,36545.80228,32688.86107,72305.58236,38174.3878,33501.32955,77813.60493,53345.56305,43791.00041,15110.40244,15445.34321,15086.21477,17422.31349,15769.99014,14017.94917,18193.17693,20097.51809,19215.89753,15758.48623,16001.43168,17143.37137,9067.633116,9912.432936,9967.641006,3315.137468,2363.99983,2166.091595,7887.370624,5316.187545,4706.915088,2900.493332,2124.32908,1994.259779,1093.402699,882.0399567,977.129068,1379.283216,1133.44274,986.062445,42102.03927,28844.3817,25452.93924,52427.56435,40129.24617,33779.87622,30619.32167,19068.22185,17398.46756,44653.85091,26338.10356,24094.01961,40707.42017,29841.95522,26539.39356
1069,80090.79468,49627.02344,42222.10849,87516.95704,61652.90386,52093.29822,71707.92321,39639.70647,35392.32465,76890.42206,40629.32942,35687.69713,84247.87639,56586.154,45715.11399,15376.26848,15610.82874,15299.14137,18604.47184,16789.37597,14904.00708,18610.55325,20277.543,19540.40506,15042.30845,15456.68597,16866.60732,9247.740364,9919.710007,9885.546037,3408.549889,2449.795274,2237.823802,7853.867515,5395.131375,4749.77195,3184.166116,2298.343604,2157.986162,1118.482623,892.8092239,980.8979581,1477.683303,1212.896894,1062.639138,41173.58284,27619.23336,23998.98315,53999.02411,40416.5469,33736.82439,29292.95701,18131.2387,16498.93307,38330.56647,22434.77633,20247.29318,43071.78378,29494.37152,25512.88194
1071,110767.1631,64896.2499,54047.83623,125803.2336,80655.57687,66262.23019,96696.19917,52430.1503,45679.38532,97718.75412,51035.9269,44685.76041,122850.4656,75463.34551,59563.96901,18606.0713,18386.73069,17311.12683,21400.03668,19050.20079,16566.96377,22228.81375,22599.40652,22231.90111,20507.33468,20835.68565,19264.27329,10288.1001,11061.62982,11181.36913,5848.717199,4132.023077,3641.38807,11807.92608,8648.409855,7455.575019,6287.927727,4197.661265,3631.623803,2362.399109,1455.233376,1403.712779,2936.615877,2226.787812,2074.640679,68379.86572,46805.5485,40888.84648,82718.12916,63251.03293,49985.16075,52865.2513,33352.61494,30160.57588,61432.64034,37648.94078,38956.54877,76503.44206,52969.60535,44453.10054
1073,140081.2135,77286.88839,63714.06025,158907.0549,95727.57508,76859.40415,134660.9785,68205.72296,58522.84255,123416.852,61411.06085,53423.65536,143339.9687,83803.19468,66050.33896,17819.41055,17546.51568,16572.07305,18170.16453,16128.80486,15681.39415,24262.75189,24496.77105,23283.95845,19957.30948,19780.01973,17297.01617,8887.416284,9780.467083,10025.92344,5172.972797,3469.508557,3055.25871,10602.04435,6912.679029,6063.586882,6191.719129,4134.543322,3631.68494,1958.65434,1333.35565,1199.521311,1939.473375,1497.456226,1326.241708,93605.13369,54467.2256,44993.93592,111151.3769,68831.02168,52182.44246,96428.4319,48402.60404,40845.82896,85961.7433,48750.52506,44643.99946,80878.98264,51884.75161,42303.4728
