42035.3908691,10506.4731445,63441.435791,34204.7814941,2883.36645508
92729.1992188,21751.5314941,151746.217529,73516.8200684,6895.42504883
32332.4956055,10016.0773926,50866.0822754,32629.4157715,2312.07397461
39546.1960449,10381.0617676,58435.6123047,33744.6896973,2655.76538086
72683.5078125,15979.942627,104457.79126,49238.9694824,4747.97436523
39181.6953125,10521.6772461,60516.0053711,34162.6828613,2750.60107422
27128.4780273,8868.20263672,43481.8193359,29225.6005859,1976.07421875
86196.8447266,17424.1855469,124547.601563,53484.5424805,5661.35766602
68905.458252,14173.0197754,100658.57251,44899.9304199,4575.51586914
75504.3642578,16709.4404297,109780.237305,50924.2558594,4990.3034668
45717.7851563,11287.4450684,67933.7399902,36636.4914551,3087.59448242
24470.4382324,8558.47338867,41458.1574707,28606.3977051,1883.3581543
23504.3413086,8791.4765625,42481.7636719,29814.6513672,1930.09765625
52403.0546875,12981.9824219,77788.9812012,41264.7592773,3535.83276367
74157.3459473,15898.9987793,107175.890869,48830.199707,4871.79296875
40797.6853027,10515.7209473,63591.5380859,33600.6550293,2890.31567383
67363.0305176,16111.1708984,103398.023682,52269.859375,4699.33203125
32239.7888184,9844.09863281,54983.8393555,32858.8300781,2498.69580078
48810.1679688,12104.166748,72393.9641113,38955.7194824,3290.42822266
32374.7888184,9657.42041016,51447.7006836,31470.5888672,2338.23339844
34961.4182129,9731.97094727,54724.2866211,31713.1074219,2487.19311523
68448.8647461,15557.5893555,98762.6677246,48084.6367188,4489.07788086
52231.7636719,11111.9677734,82990.8962402,36664.4309082,3771.15356445
34526.152832,10032.3640137,53788.7387695,33042.1569824,2444.47021484
69308.6271973,18046.3266602,106277.598877,56387.9484863,4830.91552734
52982.6240234,12017.9597168,79235.3271484,38810.3317871,3601.40209961
33449.916748,9580.22583008,55735.6699219,31983.0251465,2532.88061523
89437.1853027,17437.9484863,128809.142578,53542.2346191,5855.05908203
52370.0151367,12184.8530273,75639.1147461,38925.4924316,3437.73876953
51093.0537109,12560.4060059,76592.0092773,39988.4138184,3481.06567383
