7298.42358398,8378.83886719,21112.9819336,13648.4316406,980.873046875
19099.6474609,5553.16992188,30523.7009277,17832.407959,1430.62207031
19800.7995605,5433.09667969,31029.717041,17949.4169922,1453.95825195
19800.7995605,5433.09667969,31029.717041,17949.4169922,1453.95825195
12615.0375977,4839.24023438,21977.1323242,16340.4938965,1029.30322266
12615.0375977,4839.24023438,21977.1323242,16340.4938965,1029.30322266
24005.5944824,10305.2766113,44743.4953613,33525.8659668,2096.27807617
22325.8647461,10322.9331055,43238.3173828,33755.5883789,2025.62402344
22325.8647461,10322.9331055,43238.3173828,33755.5883789,2025.62402344
22325.8647461,10322.9331055,43238.3173828,33755.5883789,2025.62402344
22325.8647461,10322.9331055,43238.3173828,33755.5883789,2025.62402344
22325.8647461,10322.9331055,43238.3173828,33755.5883789,2025.62402344
23866.5690918,10510.2558594,44879.6706543,34221.3547363,2102.75854492
23866.5690918,10510.2558594,44879.6706543,34221.3547363,2102.75854492
28281.9475098,11614.8962402,50174.1838379,37932.3547363,2351.61499023
28281.9475098,11614.8962402,50174.1838379,37932.3547363,2351.61499023
30537.6586914,12142.8410645,54229.838623,38890.8276367,2541.32763672
30940.2607422,12036.2133789,53096.0900879,38696.7485352,2488.60498047
27608.9736328,10404.7819824,44909.3547363,35669.2331543,2104.79394531
27608.9736328,10404.7819824,44909.3547363,35669.2331543,2104.79394531
27608.9736328,10404.7819824,44909.3547363,35669.2331543,2104.79394531
27608.9736328,10404.7819824,44909.3547363,35669.2331543,2104.79394531
27608.9736328,10404.7819824,44909.3547363,35669.2331543,2104.79394531
27608.9736328,10404.7819824,44909.3547363,35669.2331543,2104.79394531
29347.5991211,10833.8505859,51615.1474609,35346.5231934,2418.86474609
23882.7907715,9561.97045898,39717.4157715,30102.0739746,1861.31835938
23882.7907715,9561.97045898,39717.4157715,30102.0739746,1861.31835938
24318.9799805,9982.24023438,40437.1899414,31380.3969727,1895.11865234
24318.9799805,9982.24023438,40437.1899414,31380.3969727,1895.11865234
24318.9799805,9982.24023438,40437.1899414,31380.3969727,1895.11865234
16454.1306152,9051.28417969,34292.630127,30180.6313477,1605.83618164
6220.4140625,5792.40673828,16100.4819336,19698.675293,749.211914063
30494.0256348,11858.1027832,52978.923584,38609.6154785,2483.09814453
30494.0256348,11858.1027832,52978.923584,38609.6154785,2483.09814453
30494.0256348,11858.1027832,52978.923584,38609.6154785,2483.09814453
30494.0256348,11858.1027832,52978.923584,38609.6154785,2483.09814453
30494.0256348,11858.1027832,52978.923584,38609.6154785,2483.09814453
25315.1782227,11340.6975098,44378.7299805,36980.2653809,2080.26171875
24540.2021484,9952.75,40604.7546387,31664.0241699,1903.23339844
12353.9733887,10101.0100098,30683.328125,14384.5979004,1433.56176758
